data_point;region;age_group;vac_interval_group;vaccine;ve_death;cil_death;cih_death
2022.06.B_02-09-2022;Московская область;50-59;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;165_195_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;165_195_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;165_195_days;AllVaccines;0.29423;-1.94889;0.83109
2022.06.B_02-09-2022;Московская область;60-69;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;165_195_days;SputnikLite;-0.11688;-7.1734;0.84738
2022.06.B_02-09-2022;Московская область;60-69;165_195_days;SputnikV;0.44478;-3.06315;0.92413
2022.06.B_02-09-2022;Московская область;70-79;165_195_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;165_195_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;165_195_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;165_195_days;AllVaccines;0.48358;-1.10902;0.87355
2022.06.B_02-09-2022;Московская область;80+;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;165_195_days;SputnikLite;0.3278;-3.84312;0.9067
2022.06.B_02-09-2022;Московская область;80+;165_195_days;SputnikV;0.54142;-2.304;0.93635
2022.06.B_02-09-2022;Московская область;18+;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;45_75_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;45_75_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;45_75_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;45_75_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;75_90_days;AllVaccines;0.104;-5.39838;0.87453
2022.06.B_02-09-2022;Московская область;18+;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;75_90_days;SputnikV;-0.60536;-10.46395;0.77519
2022.06.B_02-09-2022;Московская область;20-29;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;AllVaccines;-3.20929;-29.80396;0.42481
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;SputnikV;-7.4103;-60.54734;-0.14925
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;18+;105_165_days;AllVaccines;0.51793;0.42394;0.59658
2022.06.B_02-09-2022;РФ;18+;105_165_days;CoviVac;0.59986;-1.84148;0.94365
2022.06.B_02-09-2022;РФ;18+;105_165_days;EpiVacCorona;-0.45171;-1.45395;0.1412
2022.06.B_02-09-2022;РФ;18+;105_165_days;SputnikLite;0.59692;0.47623;0.6898
2022.06.B_02-09-2022;РФ;18+;105_165_days;SputnikV;0.47271;0.30998;0.59707
2022.06.B_02-09-2022;РФ;20-29;105_165_days;AllVaccines;0.10451;-5.75228;0.88124
2022.06.B_02-09-2022;РФ;20-29;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;105_165_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;105_165_days;SputnikV;-0.9575;-13.76012;0.74039
2022.06.B_02-09-2022;РФ;30-39;105_165_days;AllVaccines;0.28943;-0.61401;0.68717
2022.06.B_02-09-2022;РФ;30-39;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;105_165_days;EpiVacCorona;-2.29574;-22.58312;0.53942
2022.06.B_02-09-2022;РФ;30-39;105_165_days;SputnikLite;0.29659;-1.21182;0.7763
2022.06.B_02-09-2022;РФ;30-39;105_165_days;SputnikV;0.46048;-1.18198;0.8666
2022.06.B_02-09-2022;РФ;40-49;105_165_days;AllVaccines;0.68833;0.29871;0.86149
2022.06.B_02-09-2022;РФ;40-49;105_165_days;CoviVac;-3.68531;-32.40621;0.34287
2022.06.B_02-09-2022;РФ;40-49;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;105_165_days;SputnikLite;0.81618;0.26048;0.95431
2022.06.B_02-09-2022;РФ;40-49;105_165_days;SputnikV;0.57111;-0.33992;0.86272
2022.06.B_02-09-2022;РФ;50-59;105_165_days;AllVaccines;0.52464;0.1304;0.74015
2022.06.B_02-09-2022;РФ;50-59;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;105_165_days;EpiVacCorona;-0.33684;-8.52639;0.8124
2022.06.B_02-09-2022;РФ;50-59;105_165_days;SputnikLite;0.48958;-0.08169;0.75915
2022.06.B_02-09-2022;РФ;50-59;105_165_days;SputnikV;0.61922;-0.18851;0.878
2022.06.B_02-09-2022;РФ;60-69;105_165_days;AllVaccines;0.53853;0.32132;0.68622
2022.06.B_02-09-2022;РФ;60-69;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;105_165_days;EpiVacCorona;0.52716;-2.36207;0.9335
2022.06.B_02-09-2022;РФ;60-69;105_165_days;SputnikLite;0.69859;0.43696;0.83865
2022.06.B_02-09-2022;РФ;60-69;105_165_days;SputnikV;0.25186;-0.22912;0.54462
2022.06.B_02-09-2022;РФ;70-79;105_165_days;AllVaccines;0.51628;0.31416;0.65883
2022.06.B_02-09-2022;РФ;70-79;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;70-79;105_165_days;EpiVacCorona;0.32789;-1.6925;0.83222
2022.06.B_02-09-2022;РФ;70-79;105_165_days;SputnikLite;0.52928;0.23854;0.70901
2022.06.B_02-09-2022;РФ;70-79;105_165_days;SputnikV;0.48156;0.12018;0.69451
2022.06.B_02-09-2022;РФ;80+;105_165_days;AllVaccines;0.44879;0.25027;0.59475
2022.06.B_02-09-2022;РФ;80+;105_165_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;80+;105_165_days;EpiVacCorona;-0.64101;-2.16129;0.14816
2022.06.B_02-09-2022;РФ;80+;105_165_days;SputnikLite;0.48072;0.17304;0.67392
2022.06.B_02-09-2022;РФ;80+;105_165_days;SputnikV;0.56676;0.27917;0.7396
2022.06.B_02-09-2022;РФ;18+;165_195_days;AllVaccines;0.44922;0.35372;0.5306
2022.06.B_02-09-2022;РФ;18+;165_195_days;CoviVac;0.66329;-1.39103;0.95258
2022.06.B_02-09-2022;РФ;18+;165_195_days;EpiVacCorona;-0.00906;-1.01946;0.4958
2022.06.B_02-09-2022;РФ;18+;165_195_days;SputnikLite;0.37985;0.18436;0.52849
2022.06.B_02-09-2022;РФ;18+;165_195_days;SputnikV;0.4813;0.36515;0.57619
2022.06.B_02-09-2022;РФ;20-29;165_195_days;AllVaccines;0.29291;-4.33168;0.90622
2022.06.B_02-09-2022;РФ;20-29;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;SputnikV;0.03064;-6.30929;0.87144
2022.06.B_02-09-2022;РФ;30-39;165_195_days;AllVaccines;0.29971;-0.50162;0.67342
2022.06.B_02-09-2022;РФ;30-39;165_195_days;CoviVac;-7.42438;-59.28183;-0.17731
2022.06.B_02-09-2022;РФ;30-39;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;165_195_days;SputnikLite;0.55633;-2.17474;0.938
2022.06.B_02-09-2022;РФ;30-39;165_195_days;SputnikV;0.312;-0.6836;0.71885
2022.06.B_02-09-2022;РФ;40-49;165_195_days;AllVaccines;0.59539;0.18068;0.80019
2022.06.B_02-09-2022;РФ;40-49;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;165_195_days;EpiVacCorona;-0.85161;-12.20198;0.74031
2022.06.B_02-09-2022;РФ;40-49;165_195_days;SputnikLite;0.81138;-0.34485;0.97355
2022.06.B_02-09-2022;РФ;40-49;165_195_days;SputnikV;0.54513;-0.02351;0.79785
2022.06.B_02-09-2022;РФ;50-59;165_195_days;AllVaccines;0.46758;0.04961;0.70173
2022.06.B_02-09-2022;РФ;50-59;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;165_195_days;EpiVacCorona;-0.56667;-10.16422;0.78015
2022.06.B_02-09-2022;РФ;50-59;165_195_days;SputnikLite;0.58089;-0.30811;0.86572
2022.06.B_02-09-2022;РФ;50-59;165_195_days;SputnikV;0.42779;-0.15685;0.71697
2022.06.B_02-09-2022;РФ;60-69;165_195_days;AllVaccines;0.44188;0.21851;0.60141
2022.06.B_02-09-2022;РФ;60-69;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;165_195_days;EpiVacCorona;-0.14009;-3.56871;0.7155
2022.06.B_02-09-2022;РФ;60-69;165_195_days;SputnikLite;0.52048;0.1295;0.73586
2022.06.B_02-09-2022;РФ;60-69;165_195_days;SputnikV;0.39246;0.07856;0.59942
2022.06.B_02-09-2022;РФ;70-79;165_195_days;AllVaccines;0.29823;0.07414;0.46808
2022.06.B_02-09-2022;РФ;70-79;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;70-79;165_195_days;EpiVacCorona;-0.4227;-3.42141;0.54221
2022.06.B_02-09-2022;РФ;70-79;165_195_days;SputnikLite;0.40801;0.05496;0.62917
2022.06.B_02-09-2022;РФ;70-79;165_195_days;SputnikV;0.22868;-0.09361;0.45599
2022.06.B_02-09-2022;РФ;80+;165_195_days;AllVaccines;0.49395;0.30662;0.63066
2022.06.B_02-09-2022;РФ;80+;165_195_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;80+;165_195_days;EpiVacCorona;0.6614;-1.40563;0.95234
2022.06.B_02-09-2022;РФ;80+;165_195_days;SputnikLite;0.44893;0.12242;0.65396
2022.06.B_02-09-2022;РФ;80+;165_195_days;SputnikV;0.49687;0.22554;0.67314
2022.06.B_02-09-2022;РФ;18+;21_45_days;AllVaccines;0.17462;-0.29571;0.47423
2022.06.B_02-09-2022;РФ;18+;21_45_days;CoviVac;-0.32963;-8.44199;0.81276
2022.06.B_02-09-2022;РФ;18+;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;18+;21_45_days;SputnikLite;-0.22158;-2.2567;0.54179
2022.06.B_02-09-2022;РФ;18+;21_45_days;SputnikV;0.1966;-0.35806;0.52472
2022.06.B_02-09-2022;РФ;20-29;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;AllVaccines;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;21_45_days;AllVaccines;0.42926;-3.06714;0.91991
2022.06.B_02-09-2022;РФ;50-59;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;21_45_days;SputnikLite;-2.86493;-26.54179;0.45764
2022.06.B_02-09-2022;РФ;50-59;21_45_days;SputnikV;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;AllVaccines;0.63602;-0.45858;0.90917
2022.06.B_02-09-2022;РФ;60-69;21_45_days;CoviVac;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;SputnikLite;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;SputnikV;0.5295;-0.88544;0.88259
