data_point;region;age_group;vac_interval_group;vaccine;ve_zab;cil_zab;cih_zab;ve_hosp;cil_hosp;cih_hosp;ve_severe;cil_severe;cih_severe
2022.06.B_02-09-2022;Московская область;60-69;75_90_days;SputnikV;0.34835;-1.02324;0.79012;-0.09849;-6.82941;0.84588;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;AllVaccines;-0.0386;-1.18562;0.50646;-0.01577;-3.08541;0.74744;-2.49545;-24.53463;0.5215
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;SputnikLite;-0.74743;-2.9012;0.21729;-0.99635;-7.02926;0.50364;-5.86979;-49.18448;0.05959
2022.06.B_02-09-2022;Московская область;70-79;75_90_days;SputnikV;0.67113;-1.33743;0.95373;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;AllVaccines;0.48742;-1.05388;0.87208;0.37492;-3.45401;0.91228;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;SputnikLite;-0.13026;-3.52886;0.71792;-0.37831;-8.82123;0.80657;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;75_90_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;AllVaccines;0.12387;-0.12262;0.31624;0.71548;0.11654;0.90837;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;EpiVacCorona;0.48247;-2.67446;0.92711;-2.5509;-24.22924;0.50023;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;SputnikLite;0.14007;-0.27342;0.41929;0.7647;-0.6718;0.96688;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;18+;90_105_days;SputnikV;0.08135;-0.26886;0.33489;0.83041;-0.20492;0.97613;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;AllVaccines;0.2743;-0.39806;0.62331;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;SputnikLite;0.74973;-0.77808;0.96477;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;20-29;90_105_days;SputnikV;0.00668;-0.99072;0.50436;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;AllVaccines;0.00185;-0.68903;0.41013;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;SputnikLite;0.3203;-1.10958;0.781;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;30-39;90_105_days;SputnikV;-0.19717;-1.16591;0.33829;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;AllVaccines;-0.19297;-1.06037;0.30926;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;SputnikLite;-0.51353;-2.37542;0.32134;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;40-49;90_105_days;SputnikV;-0.05689;-1.22156;0.49719;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;AllVaccines;-0.31478;-1.27141;0.23896;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;SputnikLite;-0.64976;-2.46849;0.21531;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;50-59;90_105_days;SputnikV;-0.12559;-1.51075;0.49539;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;AllVaccines;0.59612;0.02795;0.83219;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;SputnikLite;0.3359;-0.77223;0.75115;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;60-69;90_105_days;SputnikV;0.82588;-0.23704;0.97549;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;AllVaccines;0.38261;-0.48735;0.74372;0.57807;-2.00778;0.94081;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;SputnikLite;0.57575;-0.69926;0.89408;0.27245;-4.18644;0.89794;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;70-79;90_105_days;SputnikV;0.03225;-2.00689;0.68853;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;AllVaccines;0.07909;-1.46122;0.65543;-0.12379;-3.51727;0.72043;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;EpiVacCorona;-1.8239;-19.07767;0.60282;-5.89808;-48.1526;0.03192;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;SputnikLite;0.18796;-2.25379;0.79734;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;Московская область;80+;90_105_days;SputnikV;0.33426;-3.73333;0.90636;-0.62623;-10.58776;0.77177;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;18+;105_165_days;AllVaccines;0.02251;-0.00017;0.04467;0.20694;0.16664;0.24529;0.39137;0.31542;0.4589
2022.06.B_02-09-2022;РФ;18+;105_165_days;CoviVac;-0.10714;-0.36292;0.10063;0.46638;0.03631;0.70451;0.78425;-0.53183;0.96961
2022.06.B_02-09-2022;РФ;18+;105_165_days;EpiVacCorona;-0.0039;-0.12189;0.10169;-0.20584;-0.47341;0.01313;-0.0052;-0.59655;0.36712
2022.06.B_02-09-2022;РФ;18+;105_165_days;SputnikLite;-0.01664;-0.04745;0.01326;0.24445;0.19158;0.29386;0.46299;0.36499;0.54586
2022.06.B_02-09-2022;РФ;18+;105_165_days;SputnikV;0.07875;0.04468;0.11161;0.17189;0.107;0.23206;0.29573;0.16367;0.40694
2022.06.B_02-09-2022;РФ;20-29;105_165_days;AllVaccines;-0.0839;-0.15759;-0.0149;0.31273;0.10757;0.47072;0.14715;-1.10233;0.65402
2022.06.B_02-09-2022;РФ;20-29;105_165_days;CoviVac;0.2309;-0.5382;0.61545;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;105_165_days;EpiVacCorona;0.12436;-0.25287;0.38801;0.38544;-1.45991;0.84647;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;105_165_days;SputnikLite;-0.16972;-0.28011;-0.06885;0.33151;0.02129;0.5434;0.64493;-1.54878;0.95054
2022.06.B_02-09-2022;РФ;20-29;105_165_days;SputnikV;-0.01685;-0.11973;0.07657;0.25369;-0.07193;0.4804;-0.47388;-3.01756;0.45929
2022.06.B_02-09-2022;РФ;30-39;105_165_days;AllVaccines;-0.0133;-0.07447;0.04438;0.16043;-0.00149;0.29617;0.32078;-0.14054;0.59551
2022.06.B_02-09-2022;РФ;30-39;105_165_days;CoviVac;-0.23037;-0.97962;0.23531;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;105_165_days;EpiVacCorona;0.10751;-0.22196;0.34814;0.29737;-0.8737;0.73652;-0.2565;-7.94672;0.82353
2022.06.B_02-09-2022;РФ;30-39;105_165_days;SputnikLite;-0.0922;-0.18065;-0.01037;0.23104;0.00832;0.40373;0.46407;-0.20201;0.76105
2022.06.B_02-09-2022;РФ;30-39;105_165_days;SputnikV;0.07356;-0.01385;0.15343;0.03265;-0.23567;0.2427;0.16573;-0.68295;0.58643
2022.06.B_02-09-2022;РФ;40-49;105_165_days;AllVaccines;0.009;-0.05194;0.06642;0.29387;0.16589;0.40222;0.66176;0.42448;0.80121
2022.06.B_02-09-2022;РФ;40-49;105_165_days;CoviVac;-0.07776;-0.78819;0.35042;0.16466;-2.34187;0.7912;-1.16912;-14.42982;0.69506
2022.06.B_02-09-2022;РФ;40-49;105_165_days;EpiVacCorona;-0.17547;-0.56053;0.11458;-0.13898;-1.28002;0.43103;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;105_165_days;SputnikLite;-0.03653;-0.11804;0.03905;0.43905;0.28497;0.55993;0.78643;0.48457;0.91151
2022.06.B_02-09-2022;РФ;40-49;105_165_days;SputnikV;0.09595;0.00211;0.18097;0.09135;-0.15232;0.2835;0.46755;-0.07085;0.73525
2022.06.B_02-09-2022;РФ;50-59;105_165_days;AllVaccines;-0.02208;-0.08173;0.03429;0.21045;0.09165;0.31371;0.31702;0.03879;0.51472
2022.06.B_02-09-2022;РФ;50-59;105_165_days;CoviVac;-0.56803;-1.36036;-0.04167;-0.00349;-2.11313;0.67653;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;105_165_days;EpiVacCorona;0.0794;-0.25556;0.325;-0.01714;-0.95674;0.47128;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;105_165_days;SputnikLite;-0.0635;-0.14098;0.00871;0.26966;0.12144;0.39288;0.38234;0.02435;0.60898
2022.06.B_02-09-2022;РФ;50-59;105_165_days;SputnikV;0.05871;-0.03683;0.14545;0.11668;-0.10148;0.29163;0.08504;-0.50379;0.44331
2022.06.B_02-09-2022;РФ;60-69;105_165_days;AllVaccines;0.13036;0.08402;0.17436;0.34344;0.27155;0.40824;0.47415;0.32897;0.58792
2022.06.B_02-09-2022;РФ;60-69;105_165_days;CoviVac;-0.17361;-0.98198;0.30506;0.2093;-1.45227;0.74505;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;105_165_days;EpiVacCorona;0.05582;-0.20912;0.26271;-0.13188;-0.69001;0.24192;0.14833;-1.27245;0.68081
2022.06.B_02-09-2022;РФ;60-69;105_165_days;SputnikLite;0.12082;0.05979;0.17788;0.39014;0.29788;0.47028;0.49293;0.29704;0.63423
2022.06.B_02-09-2022;РФ;60-69;105_165_days;SputnikV;0.14302;0.06902;0.21115;0.29373;0.17039;0.39874;0.43587;0.17429;0.61459
2022.06.B_02-09-2022;РФ;70-79;105_165_days;AllVaccines;0.07333;0.01513;0.12808;0.17219;0.08754;0.24898;0.36219;0.20059;0.49113
2022.06.B_02-09-2022;РФ;70-79;105_165_days;CoviVac;-0.51194;-1.73076;0.16289;0.04234;-1.97014;0.69122;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;70-79;105_165_days;EpiVacCorona;0.0592;-0.23527;0.28348;0.07537;-0.40535;0.39165;0.27907;-0.92362;0.72981
2022.06.B_02-09-2022;РФ;70-79;105_165_days;SputnikLite;0.04242;-0.03742;0.11611;0.15073;0.03387;0.25346;0.38699;0.16355;0.55075
2022.06.B_02-09-2022;РФ;70-79;105_165_days;SputnikV;0.11598;0.02769;0.19625;0.19586;0.06414;0.30903;0.30038;0.02137;0.49985
2022.06.B_02-09-2022;РФ;80+;105_165_days;AllVaccines;0.0023;-0.08392;0.08167;0.05642;-0.0593;0.1595;0.29644;0.11339;0.44169
2022.06.B_02-09-2022;РФ;80+;105_165_days;CoviVac;0.67315;-1.32054;0.95396;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;80+;105_165_days;EpiVacCorona;0.09403;-0.23586;0.33586;-0.13483;-0.65635;0.22248;-0.15984;-1.2328;0.39752
2022.06.B_02-09-2022;РФ;80+;105_165_days;SputnikLite;-0.1333;-0.26896;-0.01214;-0.04807;-0.22957;0.10663;0.36456;0.09363;0.5545
2022.06.B_02-09-2022;РФ;80+;105_165_days;SputnikV;0.1145;-0.00568;0.22032;0.17723;0.01549;0.31239;0.27834;-0.00843;0.48356
2022.06.B_02-09-2022;РФ;18+;165_195_days;AllVaccines;0.03089;0.0093;0.05201;0.09706;0.05565;0.13665;0.28273;0.20379;0.35383
2022.06.B_02-09-2022;РФ;18+;165_195_days;CoviVac;-0.35086;-0.60547;-0.13663;0.42844;0.03481;0.66154;0.63684;-0.45241;0.9092
2022.06.B_02-09-2022;РФ;18+;165_195_days;EpiVacCorona;-0.21948;-0.36306;-0.09103;-0.28525;-0.59224;-0.03745;-0.15675;-0.862;0.28138
2022.06.B_02-09-2022;РФ;18+;165_195_days;SputnikLite;-0.07723;-0.11792;-0.03802;-0.09168;-0.1741;-0.01504;0.07301;-0.09426;0.21471
2022.06.B_02-09-2022;РФ;18+;165_195_days;SputnikV;0.09746;0.0722;0.12203;0.19058;0.14288;0.23563;0.37924;0.2885;0.45841
2022.06.B_02-09-2022;РФ;20-29;165_195_days;AllVaccines;-0.02197;-0.08627;0.03852;0.05879;-0.15537;0.23326;0.03421;-1.08956;0.55362
2022.06.B_02-09-2022;РФ;20-29;165_195_days;CoviVac;-0.24657;-1.06831;0.2487;-0.75171;-6.01163;0.56237;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;EpiVacCorona;-0.23675;-0.70769;0.10432;-0.76266;-3.24204;0.26758;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;SputnikLite;0.10371;-0.02589;0.21693;0.20726;-0.26234;0.50216;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;165_195_days;SputnikV;-0.0474;-0.12233;0.02252;0.05537;-0.19449;0.25296;-0.32401;-1.86461;0.38805
2022.06.B_02-09-2022;РФ;30-39;165_195_days;AllVaccines;0.05034;-0.00421;0.10193;0.15286;0.00333;0.27995;0.31061;-0.1091;0.57149
2022.06.B_02-09-2022;РФ;30-39;165_195_days;CoviVac;-0.87113;-1.64675;-0.3228;-0.34643;-3.17773;0.56606;-2.2118;-21.86911;0.54893
2022.06.B_02-09-2022;РФ;30-39;165_195_days;EpiVacCorona;-0.2095;-0.61039;0.0916;0.01237;-1.37509;0.58931;-0.41231;-9.05616;0.80165
2022.06.B_02-09-2022;РФ;30-39;165_195_days;SputnikLite;-0.00822;-0.12572;0.09701;0.161;-0.17153;0.39914;0.48936;-0.5917;0.83618
2022.06.B_02-09-2022;РФ;30-39;165_195_days;SputnikV;0.09363;0.03179;0.15152;0.15837;-0.01682;0.30338;0.31468;-0.19373;0.60656
2022.06.B_02-09-2022;РФ;40-49;165_195_days;AllVaccines;0.03145;-0.02778;0.08727;0.05712;-0.08975;0.18419;0.37817;0.07689;0.58111
2022.06.B_02-09-2022;РФ;40-49;165_195_days;CoviVac;-0.62373;-1.35249;-0.12072;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;165_195_days;EpiVacCorona;-0.19479;-0.61742;0.11741;-0.65585;-2.08126;0.11015;-2.45021;-8.23006;-0.28969
2022.06.B_02-09-2022;РФ;40-49;165_195_days;SputnikLite;-0.03907;-0.15513;0.06533;0.02024;-0.27397;0.2465;0.47061;-0.18423;0.76335
2022.06.B_02-09-2022;РФ;40-49;165_195_days;SputnikV;0.08353;0.01434;0.14787;0.08038;-0.09575;0.2282;0.43343;0.06752;0.65575
2022.06.B_02-09-2022;РФ;50-59;165_195_days;AllVaccines;0.00283;-0.05655;0.05888;0.12621;-0.00058;0.23693;0.30162;0.01711;0.50377
2022.06.B_02-09-2022;РФ;50-59;165_195_days;CoviVac;-0.23941;-0.88288;0.18416;0.44732;-1.21086;0.86184;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;165_195_days;EpiVacCorona;-0.07887;-0.47142;0.20895;0.20611;-0.7685;0.64362;-0.38839;-4.56455;0.65359
2022.06.B_02-09-2022;РФ;50-59;165_195_days;SputnikLite;-0.07892;-0.18625;0.01871;0.16292;-0.06095;0.33955;0.56632;0.08621;0.79418
2022.06.B_02-09-2022;РФ;50-59;165_195_days;SputnikV;0.05542;-0.0165;0.12226;0.08774;-0.0761;0.22663;0.16381;-0.23908;0.4357
2022.06.B_02-09-2022;РФ;60-69;165_195_days;AllVaccines;0.10627;0.0614;0.14899;0.18575;0.10883;0.25604;0.2995;0.14055;0.42906
2022.06.B_02-09-2022;РФ;60-69;165_195_days;CoviVac;-0.70233;-1.56234;-0.13097;0.06944;-1.48016;0.65086;-0.05137;-6.4691;0.85201
2022.06.B_02-09-2022;РФ;60-69;165_195_days;EpiVacCorona;-0.08215;-0.39426;0.1601;0.03609;-0.55155;0.40117;0.48821;-1.04843;0.87213
2022.06.B_02-09-2022;РФ;60-69;165_195_days;SputnikLite;0.01774;-0.05929;0.08917;0.11943;-0.01378;0.23515;0.02159;-0.30122;0.26432
2022.06.B_02-09-2022;РФ;60-69;165_195_days;SputnikV;0.17142;0.11639;0.22303;0.22172;0.12485;0.30787;0.44343;0.25551;0.58392
2022.06.B_02-09-2022;РФ;70-79;165_195_days;AllVaccines;0.05617;0.00099;0.10831;0.10367;0.02079;0.17954;0.16634;-0.00686;0.30974
2022.06.B_02-09-2022;РФ;70-79;165_195_days;CoviVac;-0.12998;-1.25997;0.43501;0.01565;-2.05289;0.68262;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;70-79;165_195_days;EpiVacCorona;-0.37701;-0.79887;-0.05408;-0.54099;-1.26519;-0.04832;-0.01596;-1.71084;0.61924
2022.06.B_02-09-2022;РФ;70-79;165_195_days;SputnikLite;0.02807;-0.05921;0.10815;0.11845;-0.0111;0.2314;0.21794;-0.05604;0.42084
2022.06.B_02-09-2022;РФ;70-79;165_195_days;SputnikV;0.09554;0.02476;0.16119;0.11831;0.0097;0.215;0.11697;-0.12311;0.30573
2022.06.B_02-09-2022;РФ;80+;165_195_days;AllVaccines;-0.06738;-0.15541;0.01394;-0.01651;-0.13496;0.08958;0.33955;0.16522;0.47748
2022.06.B_02-09-2022;РФ;80+;165_195_days;CoviVac;0.66151;-1.4032;0.95232;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;80+;165_195_days;EpiVacCorona;-0.31104;-0.86523;0.07849;-0.17568;-0.95151;0.29172;0.03932;-1.56246;0.63984
2022.06.B_02-09-2022;РФ;80+;165_195_days;SputnikLite;-0.18667;-0.32967;-0.05905;-0.10484;-0.29683;0.05872;0.25913;-0.04024;0.47235
2022.06.B_02-09-2022;РФ;80+;165_195_days;SputnikV;0.04233;-0.07119;0.14382;0.05655;-0.10008;0.19089;0.40426;0.16752;0.57368
2022.06.B_02-09-2022;РФ;18+;21_45_days;AllVaccines;0.13862;0.0689;0.20312;0.13613;-0.00721;0.25907;-0.00865;-0.36149;0.25275
2022.06.B_02-09-2022;РФ;18+;21_45_days;CoviVac;0.17382;-0.28064;0.46701;0.51655;-0.49907;0.84409;0.28307;-4.09013;0.89902
2022.06.B_02-09-2022;РФ;18+;21_45_days;EpiVacCorona;0.18158;-0.11157;0.39742;0.14333;-0.54709;0.52563;-0.38616;-2.69449;0.47992
2022.06.B_02-09-2022;РФ;18+;21_45_days;SputnikLite;-0.03412;-0.2478;0.14297;0.03771;-0.41359;0.34492;0.34161;-0.75478;0.75298
2022.06.B_02-09-2022;РФ;18+;21_45_days;SputnikV;0.16538;0.08605;0.23783;0.13712;-0.02937;0.27667;-0.0536;-0.47594;0.24789
2022.06.B_02-09-2022;РФ;20-29;21_45_days;AllVaccines;0.19489;-0.04433;0.37931;-0.34294;-1.58694;0.30285;-3.39071;-16.83562;-0.08089
2022.06.B_02-09-2022;РФ;20-29;21_45_days;CoviVac;0.27633;-1.89386;0.81903;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;EpiVacCorona;-0.31544;-1.92853;0.40913;-1.31036;-15.41388;0.6748;-32.81526;-241.7362;-3.71076
2022.06.B_02-09-2022;РФ;20-29;21_45_days;SputnikLite;-0.05254;-0.90104;0.41724;-2.02861;-8.40282;0.02449;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;20-29;21_45_days;SputnikV;0.28312;0.01435;0.4786;0.00524;-1.394;0.58666;-1.90289;-19.83781;0.5956
2022.06.B_02-09-2022;РФ;30-39;21_45_days;AllVaccines;0.02977;-0.18952;0.20864;0.44044;-0.17507;0.73354;-0.14568;-3.60086;0.71471
2022.06.B_02-09-2022;РФ;30-39;21_45_days;CoviVac;-0.29586;-2.11373;0.46069;-0.99061;-13.1367;0.7197;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;EpiVacCorona;0.16657;-1.0026;0.65315;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;SputnikLite;-0.14007;-0.83432;0.29143;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;30-39;21_45_days;SputnikV;0.07157;-0.18228;0.27092;0.35257;-0.44261;0.70944;-0.5472;-5.21328;0.61472
2022.06.B_02-09-2022;РФ;40-49;21_45_days;AllVaccines;0.17148;-0.035;0.33677;0.44513;-0.06764;0.71163;0.36009;-1.56593;0.84042
2022.06.B_02-09-2022;РФ;40-49;21_45_days;CoviVac;0.22261;-1.41061;0.7493;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;EpiVacCorona;-0.16739;-1.44912;0.44356;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;SputnikLite;0.12498;-0.50731;0.49204;0.60883;-1.77799;0.94492;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;40-49;21_45_days;SputnikV;0.20747;-0.03278;0.39183;0.33013;-0.34096;0.66537;0.13055;-2.48638;0.78317
2022.06.B_02-09-2022;РФ;50-59;21_45_days;AllVaccines;0.1127;-0.09161;0.27877;0.4689;0.03997;0.70619;0.49421;-1.02718;0.8738
2022.06.B_02-09-2022;РФ;50-59;21_45_days;CoviVac;-0.27669;-2.06774;0.46868;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;21_45_days;EpiVacCorona;-0.18078;-1.36153;0.4096;-1.17471;-5.74661;0.299;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;50-59;21_45_days;SputnikLite;-0.32899;-1.06055;0.14284;-0.30481;-2.47874;0.51059;-0.70962;-11.15713;0.75958
2022.06.B_02-09-2022;РФ;50-59;21_45_days;SputnikV;0.24705;0.02338;0.41949;0.74126;0.31016;0.90295;0.66098;-1.41077;0.95233
2022.06.B_02-09-2022;РФ;60-69;21_45_days;AllVaccines;0.16725;0.0189;0.29316;0.23663;-0.03401;0.43644;0.26096;-0.42344;0.61629
2022.06.B_02-09-2022;РФ;60-69;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;EpiVacCorona;0.6438;0.05084;0.86632;0.43983;-1.24029;0.85994;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;SputnikLite;0.06892;-0.41438;0.38708;0.33474;-0.59887;0.7232;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;60-69;21_45_days;SputnikV;0.11909;-0.05568;0.26492;0.17863;-0.14506;0.41081;0.04467;-0.84001;0.504
2022.06.B_02-09-2022;РФ;70-79;21_45_days;AllVaccines;0.35539;0.22101;0.46658;0.40411;0.19564;0.55855;0.28524;-0.26173;0.5951
2022.06.B_02-09-2022;РФ;70-79;21_45_days;CoviVac;0.42044;-1.31759;0.85507;0.32677;-3.77991;0.90518;-1.89103;-19.53835;0.59305
2022.06.B_02-09-2022;РФ;70-79;21_45_days;EpiVacCorona;0.57325;-0.02544;0.82241;0.80176;-0.40751;0.97208;0.14869;-5.04781;0.88017
2022.06.B_02-09-2022;РФ;70-79;21_45_days;SputnikLite;0.34189;-0.1115;0.61034;0.34476;-0.45908;0.70575;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;70-79;21_45_days;SputnikV;0.33491;0.17883;0.46132;0.37866;0.13376;0.55433;0.23705;-0.42122;0.59043
2022.06.B_02-09-2022;РФ;80+;21_45_days;AllVaccines;0.29138;0.10053;0.44174;0.16832;-0.12274;0.38392;0.16986;-0.40457;0.50937
2022.06.B_02-09-2022;РФ;80+;21_45_days;CoviVac;-0.31517;-3.07844;0.5759;0.18738;-4.76978;0.88555;NULL;NULL;NULL
2022.06.B_02-09-2022;РФ;80+;21_45_days;EpiVacCorona;0.37472;-0.39213;0.71915;0.2271;-1.06007;0.71002;-0.18523;-3.74277;0.70381
2022.06.B_02-09-2022;РФ;80+;21_45_days;SputnikLite;-0.30434;-1.29752;0.2595;-0.41069;-1.96044;0.32779;-0.85425;-4.75471;0.40254
2022.06.B_02-09-2022;РФ;80+;21_45_days;SputnikV;0.37188;0.16344;0.52838;0.23115;-0.09435;0.45984;0.31611;-0.31656;0.64475
2022.06.B_02-09-2022;РФ;18+;45_75_days;AllVaccines;-0.04383;-0.10679;0.01556;0.10561;-0.01327;0.21054;0.2662;0.01924;0.45098
2022.06.B_02-09-2022;РФ;18+;45_75_days;CoviVac;0.14248;-0.1836;0.37873;0.27668;-0.4465;0.63831;0.59784;-1.85532;0.94336
2022.06.B_02-09-2022;РФ;18+;45_75_days;EpiVacCorona;-0.04522;-0.2823;0.14803;0.15799;-0.32029;0.463;0.60586;-0.57631;0.90145
