data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2022.07_16-08-2022;Республика Дагестан;105_165_days;AllVaccines;269150;74655;343805;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;105_165_days;CoviVac;7108;2044;9152;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;105_165_days;EpiVacCorona;26385;7181;33566;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;105_165_days;SputnikLite;19945;4400;24345;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;105_165_days;SputnikV;215712;61030;276742;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;165_195_days;AllVaccines;82365;21934;104299;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;165_195_days;CoviVac;1146;219;1365;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;165_195_days;EpiVacCorona;10985;2120;13105;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;165_195_days;SputnikLite;18416;4771;23187;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;165_195_days;SputnikV;51818;14824;66642;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;21_45_days;AllVaccines;33409;9001;42410;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;21_45_days;CoviVac;201;59;260;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;21_45_days;EpiVacCorona;226;144;370;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;21_45_days;SputnikLite;138;10;148;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;21_45_days;SputnikV;32844;8788;41632;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;45_75_days;AllVaccines;75037;23845;98882;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;45_75_days;CoviVac;316;75;391;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;45_75_days;EpiVacCorona;925;214;1139;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;45_75_days;SputnikLite;639;106;745;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;45_75_days;SputnikV;73157;23450;96607;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;75_90_days;AllVaccines;30659;7187;37846;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;75_90_days;CoviVac;935;286;1221;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;75_90_days;EpiVacCorona;836;172;1008;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;75_90_days;SputnikLite;174;14;188;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;75_90_days;SputnikV;28714;6715;35429;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;90_105_days;AllVaccines;27228;10591;37819;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;90_105_days;CoviVac;1736;509;2245;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;90_105_days;EpiVacCorona;3550;2339;5889;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;90_105_days;SputnikLite;153;19;172;1856109;394621;2250730
2022.07_16-08-2022;Республика Дагестан;90_105_days;SputnikV;21789;7724;29513;1856109;394621;2250730
2022.07_16-08-2022;Республика Ингушетия;105_165_days;AllVaccines;26088;4192;30280;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;105_165_days;CoviVac;110;9;119;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;105_165_days;EpiVacCorona;5352;1032;6384;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;105_165_days;SputnikLite;9347;1341;10688;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;105_165_days;SputnikV;11279;1810;13089;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;165_195_days;AllVaccines;22992;4163;27155;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;165_195_days;CoviVac;42;29;71;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;165_195_days;EpiVacCorona;15;2;17;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;165_195_days;SputnikLite;13821;2331;16152;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;165_195_days;SputnikV;9114;1801;10915;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;21_45_days;AllVaccines;4755;758;5513;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;21_45_days;CoviVac;400;45;445;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;21_45_days;EpiVacCorona;31;7;38;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;21_45_days;SputnikV;4324;706;5030;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;45_75_days;AllVaccines;10309;1416;11725;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;45_75_days;CoviVac;757;91;848;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;45_75_days;EpiVacCorona;247;42;289;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;45_75_days;SputnikLite;4;0;4;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;45_75_days;SputnikV;9301;1283;10584;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;75_90_days;AllVaccines;4726;702;5428;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;75_90_days;CoviVac;218;34;252;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;75_90_days;EpiVacCorona;275;48;323;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;75_90_days;SputnikLite;2;0;2;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;75_90_days;SputnikV;4231;620;4851;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;90_105_days;AllVaccines;6117;967;7084;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;90_105_days;CoviVac;165;18;183;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;90_105_days;EpiVacCorona;5003;822;5825;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;90_105_days;SputnikLite;32;5;37;295583;61477;357060
2022.07_16-08-2022;Республика Ингушетия;90_105_days;SputnikV;917;122;1039;295583;61477;357060
2022.07_16-08-2022;Республика Калмыкия;105_165_days;AllVaccines;5594;2750;8344;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;105_165_days;CoviVac;33;15;48;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;105_165_days;EpiVacCorona;170;56;226;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;105_165_days;SputnikLite;4366;2135;6501;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;105_165_days;SputnikV;1025;544;1569;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;165_195_days;AllVaccines;6364;2592;8956;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;165_195_days;CoviVac;86;27;113;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;165_195_days;EpiVacCorona;278;146;424;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;165_195_days;SputnikLite;5456;2225;7681;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;165_195_days;SputnikV;544;194;738;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;21_45_days;AllVaccines;669;522;1191;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;21_45_days;CoviVac;4;0;4;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;21_45_days;EpiVacCorona;116;52;168;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;21_45_days;SputnikLite;180;108;288;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;21_45_days;SputnikV;369;362;731;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;45_75_days;AllVaccines;1466;1080;2546;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;45_75_days;CoviVac;1;4;5;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;45_75_days;EpiVacCorona;155;59;214;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;45_75_days;SputnikLite;966;730;1696;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;45_75_days;SputnikV;344;287;631;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;75_90_days;AllVaccines;768;676;1444;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;75_90_days;CoviVac;2;0;2;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;75_90_days;EpiVacCorona;20;9;29;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;75_90_days;SputnikLite;634;556;1190;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;75_90_days;SputnikV;112;111;223;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;90_105_days;AllVaccines;810;564;1374;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;90_105_days;CoviVac;2;0;2;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;90_105_days;EpiVacCorona;15;14;29;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;90_105_days;SputnikLite;621;460;1081;150440;54890;205330
2022.07_16-08-2022;Республика Калмыкия;90_105_days;SputnikV;172;90;262;150440;54890;205330
2022.07_16-08-2022;Республика Карелия;105_165_days;AllVaccines;19164;11235;30399;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;105_165_days;CoviVac;366;74;440;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;105_165_days;EpiVacCorona;691;468;1159;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;105_165_days;SputnikLite;10021;5505;15526;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;105_165_days;SputnikV;8086;5188;13274;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;165_195_days;AllVaccines;12298;6738;19036;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;165_195_days;CoviVac;322;86;408;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;165_195_days;EpiVacCorona;428;285;713;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;165_195_days;SputnikLite;7911;4581;12492;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;165_195_days;SputnikV;3637;1786;5423;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;21_45_days;AllVaccines;1414;1991;3405;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;21_45_days;EpiVacCorona;178;241;419;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;21_45_days;SputnikLite;129;46;175;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;21_45_days;SputnikV;1107;1704;2811;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;45_75_days;AllVaccines;2234;3037;5271;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;45_75_days;CoviVac;2;1;3;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;45_75_days;EpiVacCorona;85;165;250;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;45_75_days;SputnikLite;975;1048;2023;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;45_75_days;SputnikV;1172;1823;2995;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;75_90_days;AllVaccines;1080;1269;2349;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;75_90_days;CoviVac;10;12;22;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;75_90_days;EpiVacCorona;25;34;59;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;75_90_days;SputnikLite;520;568;1088;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;75_90_days;SputnikV;525;655;1180;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;90_105_days;AllVaccines;1742;1728;3470;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;90_105_days;CoviVac;14;4;18;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;90_105_days;EpiVacCorona;30;39;69;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;90_105_days;SputnikLite;934;944;1878;334874;149526;484400
2022.07_16-08-2022;Республика Карелия;90_105_days;SputnikV;764;741;1505;334874;149526;484400
2022.07_16-08-2022;Республика Коми;105_165_days;AllVaccines;22627;9506;32133;465210;166370;631580
2022.07_16-08-2022;Республика Коми;105_165_days;CoviVac;416;121;537;465210;166370;631580
2022.07_16-08-2022;Республика Коми;105_165_days;EpiVacCorona;692;330;1022;465210;166370;631580
2022.07_16-08-2022;Республика Коми;105_165_days;SputnikLite;10975;3750;14725;465210;166370;631580
2022.07_16-08-2022;Республика Коми;105_165_days;SputnikV;10544;5305;15849;465210;166370;631580
2022.07_16-08-2022;Республика Коми;165_195_days;AllVaccines;18574;8274;26848;465210;166370;631580
2022.07_16-08-2022;Республика Коми;165_195_days;CoviVac;237;57;294;465210;166370;631580
2022.07_16-08-2022;Республика Коми;165_195_days;EpiVacCorona;537;235;772;465210;166370;631580
2022.07_16-08-2022;Республика Коми;165_195_days;SputnikLite;13170;5713;18883;465210;166370;631580
2022.07_16-08-2022;Республика Коми;165_195_days;SputnikV;4630;2269;6899;465210;166370;631580
2022.07_16-08-2022;Республика Коми;21_45_days;AllVaccines;2299;1585;3884;465210;166370;631580
2022.07_16-08-2022;Республика Коми;21_45_days;CoviVac;242;47;289;465210;166370;631580
2022.07_16-08-2022;Республика Коми;21_45_days;EpiVacCorona;207;136;343;465210;166370;631580
2022.07_16-08-2022;Республика Коми;21_45_days;SputnikLite;134;31;165;465210;166370;631580
2022.07_16-08-2022;Республика Коми;21_45_days;SputnikV;1716;1371;3087;465210;166370;631580
2022.07_16-08-2022;Республика Коми;45_75_days;AllVaccines;2403;1693;4096;465210;166370;631580
2022.07_16-08-2022;Республика Коми;45_75_days;CoviVac;73;13;86;465210;166370;631580
2022.07_16-08-2022;Республика Коми;45_75_days;EpiVacCorona;147;86;233;465210;166370;631580
2022.07_16-08-2022;Республика Коми;45_75_days;SputnikLite;316;136;452;465210;166370;631580
2022.07_16-08-2022;Республика Коми;45_75_days;SputnikV;1867;1458;3325;465210;166370;631580
2022.07_16-08-2022;Республика Коми;75_90_days;AllVaccines;1443;768;2211;465210;166370;631580
2022.07_16-08-2022;Республика Коми;75_90_days;CoviVac;179;28;207;465210;166370;631580
2022.07_16-08-2022;Республика Коми;75_90_days;EpiVacCorona;60;56;116;465210;166370;631580
2022.07_16-08-2022;Республика Коми;75_90_days;SputnikLite;210;125;335;465210;166370;631580
2022.07_16-08-2022;Республика Коми;75_90_days;SputnikV;994;559;1553;465210;166370;631580
2022.07_16-08-2022;Республика Коми;90_105_days;AllVaccines;2073;885;2958;465210;166370;631580
2022.07_16-08-2022;Республика Коми;90_105_days;CoviVac;76;32;108;465210;166370;631580
2022.07_16-08-2022;Республика Коми;90_105_days;EpiVacCorona;75;26;101;465210;166370;631580
2022.07_16-08-2022;Республика Коми;90_105_days;SputnikLite;930;331;1261;465210;166370;631580
2022.07_16-08-2022;Республика Коми;90_105_days;SputnikV;992;496;1488;465210;166370;631580
2022.07_16-08-2022;Республика Крым;105_165_days;AllVaccines;41198;19850;61048;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;105_165_days;CoviVac;843;284;1127;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;105_165_days;EpiVacCorona;4046;2270;6316;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;105_165_days;SputnikLite;13721;6976;20697;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;105_165_days;SputnikV;22588;10320;32908;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;165_195_days;AllVaccines;53150;29590;82740;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;165_195_days;CoviVac;278;86;364;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;165_195_days;EpiVacCorona;1662;1009;2671;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;165_195_days;SputnikLite;34358;23415;57773;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;165_195_days;SputnikV;16852;5080;21932;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;21_45_days;AllVaccines;8232;5426;13658;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;21_45_days;CoviVac;635;222;857;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;21_45_days;EpiVacCorona;1443;746;2189;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;21_45_days;SputnikLite;54;4;58;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;21_45_days;SputnikV;6100;4454;10554;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;45_75_days;AllVaccines;5990;3763;9753;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;45_75_days;CoviVac;599;170;769;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;45_75_days;EpiVacCorona;447;295;742;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;45_75_days;SputnikLite;288;76;364;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;45_75_days;SputnikV;4656;3222;7878;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;75_90_days;AllVaccines;4953;3194;8147;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;75_90_days;CoviVac;402;144;546;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;75_90_days;EpiVacCorona;327;276;603;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;75_90_days;SputnikLite;106;15;121;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;75_90_days;SputnikV;4118;2759;6877;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;90_105_days;AllVaccines;4800;2722;7522;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;90_105_days;CoviVac;242;97;339;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;90_105_days;EpiVacCorona;357;235;592;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;90_105_days;SputnikLite;398;71;469;1036087;480146;1516233
2022.07_16-08-2022;Республика Крым;90_105_days;SputnikV;3803;2319;6122;1036087;480146;1516233
2022.07_16-08-2022;Республика Марий Эл;105_165_days;AllVaccines;13248;11136;24384;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;105_165_days;CoviVac;462;257;719;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;105_165_days;EpiVacCorona;804;903;1707;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;105_165_days;SputnikLite;7115;5434;12549;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;105_165_days;SputnikV;4867;4542;9409;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;165_195_days;AllVaccines;13816;7927;21743;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;165_195_days;CoviVac;108;52;160;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;165_195_days;EpiVacCorona;415;257;672;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;165_195_days;SputnikLite;9668;6031;15699;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;165_195_days;SputnikV;3625;1587;5212;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;21_45_days;AllVaccines;2305;847;3152;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;21_45_days;EpiVacCorona;122;30;152;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;21_45_days;SputnikLite;465;15;480;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;21_45_days;SputnikV;1718;802;2520;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;45_75_days;AllVaccines;1719;638;2357;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;45_75_days;EpiVacCorona;97;19;116;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;45_75_days;SputnikLite;470;16;486;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;45_75_days;SputnikV;1152;603;1755;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;75_90_days;AllVaccines;1344;570;1914;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;75_90_days;CoviVac;5;2;7;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;75_90_days;EpiVacCorona;64;21;85;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;75_90_days;SputnikLite;505;37;542;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;75_90_days;SputnikV;770;510;1280;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;90_105_days;AllVaccines;1117;547;1664;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;90_105_days;CoviVac;9;2;11;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;90_105_days;EpiVacCorona;67;26;93;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;90_105_days;SputnikLite;383;41;424;370626;156749;527375
2022.07_16-08-2022;Республика Марий Эл;90_105_days;SputnikV;658;478;1136;370626;156749;527375
2022.07_16-08-2022;Республика Мордовия;105_165_days;AllVaccines;41725;21505;63230;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;105_165_days;CoviVac;732;257;989;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;105_165_days;EpiVacCorona;3694;2292;5986;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;105_165_days;SputnikLite;20942;9251;30193;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;105_165_days;SputnikV;16357;9705;26062;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;165_195_days;AllVaccines;27833;12493;40326;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;165_195_days;CoviVac;223;65;288;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;165_195_days;EpiVacCorona;1364;804;2168;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;165_195_days;SputnikLite;21109;8532;29641;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;165_195_days;SputnikV;5137;3092;8229;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;21_45_days;AllVaccines;10640;8126;18766;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;21_45_days;CoviVac;2;7;9;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;21_45_days;EpiVacCorona;3117;2549;5666;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;21_45_days;SputnikLite;75;54;129;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;21_45_days;SputnikV;7446;5516;12962;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;45_75_days;AllVaccines;9196;9393;18589;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;45_75_days;CoviVac;10;27;37;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;45_75_days;EpiVacCorona;890;850;1740;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;45_75_days;SputnikLite;1072;919;1991;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;45_75_days;SputnikV;7224;7597;14821;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;75_90_days;AllVaccines;7565;5515;13080;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;75_90_days;CoviVac;142;52;194;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;75_90_days;EpiVacCorona;584;590;1174;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;75_90_days;SputnikLite;1028;880;1908;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;75_90_days;SputnikV;5811;3993;9804;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;90_105_days;AllVaccines;6969;4810;11779;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;90_105_days;CoviVac;147;40;187;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;90_105_days;EpiVacCorona;383;410;793;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;90_105_days;SputnikLite;2114;1453;3567;448319;198808;647127
2022.07_16-08-2022;Республика Мордовия;90_105_days;SputnikV;4325;2907;7232;448319;198808;647127
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;AllVaccines;32429;7577;40006;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;CoviVac;372;47;419;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;EpiVacCorona;1329;475;1804;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;SputnikLite;9459;1641;11100;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);105_165_days;SputnikV;21269;5414;26683;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;AllVaccines;27359;6986;34345;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;CoviVac;258;34;292;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;EpiVacCorona;359;128;487;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;SputnikLite;18856;4605;23461;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);165_195_days;SputnikV;7886;2219;10105;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;AllVaccines;2221;669;2890;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;CoviVac;140;23;163;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;EpiVacCorona;471;113;584;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;SputnikLite;46;15;61;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);21_45_days;SputnikV;1564;518;2082;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;AllVaccines;3290;918;4208;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;CoviVac;150;39;189;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;EpiVacCorona;336;91;427;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;SputnikLite;166;46;212;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);45_75_days;SputnikV;2638;742;3380;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;AllVaccines;2095;607;2702;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;CoviVac;54;14;68;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;EpiVacCorona;261;43;304;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;SputnikLite;243;90;333;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);75_90_days;SputnikV;1537;460;1997;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;AllVaccines;3079;716;3795;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;CoviVac;83;9;92;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;EpiVacCorona;279;58;337;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;SputnikLite;514;170;684;568643;148395;717038
2022.07_16-08-2022;Республика Саха (Якутия);90_105_days;SputnikV;2203;479;2682;568643;148395;717038
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;AllVaccines;11735;4376;16111;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;CoviVac;171;277;448;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;EpiVacCorona;540;642;1182;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;SputnikLite;3974;1312;5286;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;105_165_days;SputnikV;7050;2145;9195;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;AllVaccines;10102;3316;13418;385443;144230;529673
