data_point;region;vac_interval_group;vaccine;ve_zab_18_59;ve_hosp_18_59;ve_severe_18_59;ve_death_18_59;ve_zab_60;ve_hosp_60;ve_severe_60;ve_death_60;ve_zab_total;ve_hosp_total;ve_severe_total;ve_death_total
2022.06_18-07-2022;Калужская область;45_75_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Калужская область;45_75_days;SputnikV;-0.6013315153383747;1.0;1.0;1.0;0.5862373812204903;1.0;1.0;1.0;0.0035015696691619302;1.0;1.0;1.0
2022.06_18-07-2022;Калужская область;75_90_days;AllVaccines;-0.03741112972268734;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.46107630875187755;1.0;1.0;1.0
2022.06_18-07-2022;Калужская область;75_90_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Калужская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Калужская область;75_90_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Калужская область;75_90_days;SputnikV;-0.3956405927593323;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.24110979973397773;1.0;1.0;1.0
2022.06_18-07-2022;Калужская область;90_105_days;AllVaccines;0.2635417907484614;1.0;1.0;1.0;-1.368215154314587;0.02968962427388455;1.0;1.0;-0.5586458707239599;0.34183231089177324;1.0;1.0
2022.06_18-07-2022;Калужская область;90_105_days;CoviVac;-16.00075934756857;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-8.54385532264694;1.0;1.0;1.0
2022.06_18-07-2022;Калужская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Калужская область;90_105_days;SputnikLite;1.0;1.0;1.0;1.0;-1.0459900592713915;1.0;1.0;1.0;-0.2973645493507324;1.0;1.0;1.0
2022.06_18-07-2022;Калужская область;90_105_days;SputnikV;0.44108831890554645;1.0;1.0;1.0;-1.877946012606193;-0.7787305216802167;1.0;1.0;-0.5695269644676664;-0.06437668934908114;1.0;1.0
2022.06_18-07-2022;Камчатский край;105_165_days;AllVaccines;0.06333085711106656;-0.5433752922601742;1.0;1.0;0.42612942612942606;0.7227913329608244;1.0;1.0;0.2202477270167127;0.3766795101769401;1.0;1.0
2022.06_18-07-2022;Камчатский край;105_165_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;105_165_days;EpiVacCorona;-4.918056142658086;-18.426662555247198;1.0;1.0;-2.2528537830551247;1.0;1.0;1.0;-3.8085207702745016;-4.175436009773359;1.0;1.0
2022.06_18-07-2022;Камчатский край;105_165_days;SputnikLite;0.11141181232217168;1.0;1.0;1.0;0.777032612192212;0.5578443326523526;1.0;1.0;0.4139704827786739;0.6243762612509091;1.0;1.0
2022.06_18-07-2022;Камчатский край;105_165_days;SputnikV;0.4550825420445086;-0.7887507858973739;1.0;1.0;0.05429848926224512;1.0;1.0;1.0;0.3457262405305539;0.4738220066917407;1.0;1.0
2022.06_18-07-2022;Камчатский край;165_195_days;AllVaccines;0.003794652095050477;-0.06412843980755989;1.0;1.0;0.7819375237969111;0.563875047593822;-1.1079372699631937;-5.32381180988958;0.3511412558455004;0.4044403669724771;-0.4888990825688071;-2.970397553516819
2022.06_18-07-2022;Камчатский край;165_195_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;165_195_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;165_195_days;SputnikLite;0.12054820409095734;-0.42432953902660153;1.0;1.0;0.7656940760389036;0.5353594389246055;1.0;1.0;0.41063328974037827;0.23526075644361266;1.0;1.0
2022.06_18-07-2022;Камчатский край;165_195_days;SputnikV;-0.15555910645233473;0.08936918241527991;1.0;1.0;0.7574107202014179;0.5189331231112863;-3.7304909560723516;-13.191472868217053;0.23374223511623748;0.4559362211394423;-1.7883268666603578;-6.435538311094287
2022.06_18-07-2022;Камчатский край;21_45_days;AllVaccines;1.0;1.0;1.0;1.0;-0.35265388206564663;-1.68238142714713;-25.376750700280112;1.0;0.4758380486968451;-0.7051051427933956;-16.69046585648148;1.0
2022.06_18-07-2022;Камчатский край;21_45_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;21_45_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;21_45_days;SputnikV;1.0;1.0;1.0;1.0;-0.8462190904938993;-2.661146331996377;-35.00127226463104;1.0;0.2633207070707071;-1.3964266155531213;-23.862926136363637;1.0
2022.06_18-07-2022;Камчатский край;45_75_days;AllVaccines;-0.14830144714250681;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3354769619044372;1.0;1.0;1.0
2022.06_18-07-2022;Камчатский край;45_75_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;45_75_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;45_75_days;SputnikV;-0.7623674207805478;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.00410042267148758;1.0;1.0;1.0
2022.06_18-07-2022;Камчатский край;75_90_days;AllVaccines;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;75_90_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;75_90_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;75_90_days;SputnikV;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;90_105_days;AllVaccines;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;90_105_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;90_105_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Камчатский край;90_105_days;SputnikV;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;105_165_days;AllVaccines;-1.0638854296388542;-13.071946111174007;;;-1.023023578363384;-1.2478039759593158;1.0;;-1.0569643516060232;-2.975645385457019;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;105_165_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;105_165_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;105_165_days;SputnikLite;-1.7450156137400916;1.0;;;0.3284327834975461;-4.036754123768405;1.0;;-0.9856706701152662;-2.8472369233483286;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;105_165_days;SputnikV;-0.586824784001523;-31.529908072031226;;;-2.5725458446978924;1.0;1.0;;-1.3137295606929267;-2.9526213328504167;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;165_195_days;AllVaccines;-0.28085159166681795;1.0;;;-1.0272979746663955;-2.5477714556661923;1.0;;-0.5283436564620807;-1.6109204131227215;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;165_195_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;165_195_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;165_195_days;SputnikLite;-1.2758998509247403;1.0;;;-0.8204644700277888;-5.6750363901018925;1.0;;-1.1084561742302328;-3.7063753889067694;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;165_195_days;SputnikV;1.0;1.0;;;-1.317905269509252;1.0;1.0;;0.18404310553703074;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;21_45_days;AllVaccines;1.0;1.0;;;0.22943284840818046;1.0;1.0;;0.6363466784566281;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;21_45_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;21_45_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;21_45_days;SputnikV;1.0;1.0;;;-0.17354194492145258;1.0;1.0;;0.43397440184454483;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;45_75_days;AllVaccines;-0.5118514915379713;1.0;;;1.0;1.0;1.0;;0.08932658981265207;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;45_75_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;45_75_days;EpiVacCorona;-1.3794431971261787;1.0;;;1.0;1.0;1.0;;-0.30570076627514453;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;45_75_days;SputnikLite;-2.5078783873099804;1.0;;;1.0;1.0;1.0;;-1.1358754826771706;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;45_75_days;SputnikV;0.04345485953268491;1.0;;;1.0;1.0;1.0;;0.4054610155496533;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;75_90_days;AllVaccines;0.12210768999448673;1.0;;;1.0;1.0;1.0;;0.44001291959129973;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;75_90_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;75_90_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;75_90_days;SputnikV;-0.2956152410880879;1.0;;;1.0;1.0;1.0;;0.1722380417945888;1.0;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;90_105_days;AllVaccines;-1.2427430750634185;-93.19520915266357;;;1.0;1.0;1.0;;-0.4907441471571905;-11.112296195652172;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;90_105_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Карачаево-Черкесская Республика;90_105_days;SputnikLite;-6.2213877551020405;-302.29828571428567;;;1.0;1.0;1.0;;-3.68966958338775;-37.10356536502547;1.0;
2022.06_18-07-2022;Карачаево-Черкесская Республика;90_105_days;SputnikV;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;105_165_days;AllVaccines;0.0518425598602843;0.5083025074315322;0.5007087237625211;-0.5394814350655599;0.15507253357387119;0.2672673034536557;0.31966879326727304;1.0;0.09473272049345571;0.3685117894821264;0.3953437984270558;0.6387768146447346
2022.06_18-07-2022;Кемеровская область;105_165_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;105_165_days;EpiVacCorona;-0.07669784126052681;0.35437140315718396;1.0;1.0;-0.0012800558569827647;-0.6467130330393027;1.0;1.0;-0.07449894796021583;-0.4258104062247201;1.0;1.0
2022.06_18-07-2022;Кемеровская область;105_165_days;SputnikLite;-0.06497822194135217;0.3861563789949981;0.5189763437738582;-0.9240946249045672;0.16968978565706438;0.4189212349956688;0.042177859882970514;1.0;0.02923434960922844;0.40194817804386773;0.22727540219207665;0.5343838961926615
2022.06_18-07-2022;Кемеровская область;105_165_days;SputnikV;0.19419345957347423;0.6432166096188413;0.35919825280226114;-0.21752331967570404;0.134851019544463;0.19248652340808448;0.5347515745497728;1.0;0.180622398788842;0.4047229296614979;0.47758236274980426;0.6825816887593747
2022.06_18-07-2022;Кемеровская область;165_195_days;AllVaccines;0.06316367066375128;0.5023998905894625;0.49471494681478234;0.5326113258036738;0.04755665801843223;0.09930659574054201;0.4947002776699171;0.4947002776699171;0.05781271691030343;0.26776498934716186;0.49609633675503606;0.5067048349286143
2022.06_18-07-2022;Кемеровская область;165_195_days;CoviVac;0.004497366826676785;1.0;1.0;1.0;-1.9724756335282652;1.0;1.0;1.0;-0.39614380416704154;1.0;1.0;1.0
2022.06_18-07-2022;Кемеровская область;165_195_days;EpiVacCorona;-0.39045972073617063;1.0;1.0;1.0;-0.28907970570592223;-0.40721920833752745;1.0;-3.985923229540722;-0.34410242134579594;0.18582168009322608;1.0;-2.545282810733294
2022.06_18-07-2022;Кемеровская область;165_195_days;SputnikLite;0.13005406687518684;1.0;1.0;1.0;-0.14687623236695568;0.029398644547845465;-0.0478827049415973;1.0;-0.10251489828465443;0.1346398019556747;0.061139656929474095;1.0
2022.06_18-07-2022;Кемеровская область;165_195_days;SputnikV;0.06810644349421202;0.34165086388298327;0.3314833096572378;0.38162206143294497;0.18895299915546426;0.15340386113143423;0.727532277145749;0.4455042833141558;0.13330962991039275;0.29318455254828146;0.582288013761616;0.4846410559396561
2022.06_18-07-2022;Кемеровская область;21_45_days;AllVaccines;-0.7898190028482288;1.0;1.0;1.0;-0.15421248346032757;-0.4188368089365979;-2.3432361589885353;1.0;-0.5392750347256141;-0.11916721957124343;-1.6421576626991214;1.0
2022.06_18-07-2022;Кемеровская область;21_45_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;21_45_days;EpiVacCorona;-1.7899745851856967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.43492474787303737;1.0;1.0;1.0
2022.06_18-07-2022;Кемеровская область;21_45_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;21_45_days;SputnikV;-0.8731831151262996;1.0;1.0;1.0;-0.4025300504071343;-0.7240857205004774;-3.0625008356620445;1.0;-0.7173405125992924;-0.38820441241650716;-2.277307324158558;1.0
2022.06_18-07-2022;Кемеровская область;45_75_days;AllVaccines;0.03000035914102861;0.41835166462985585;1.0;1.0;0.1419000045308325;0.6500951474785919;1.0;1.0;0.06713513968341689;0.5484825603409562;1.0;1.0
2022.06_18-07-2022;Кемеровская область;45_75_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;45_75_days;EpiVacCorona;-0.398507870688543;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1668492305256466;1.0;1.0;1.0
2022.06_18-07-2022;Кемеровская область;45_75_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;45_75_days;SputnikV;-0.016302394734276193;0.26796769538705023;1.0;1.0;-0.0643116704548643;0.5660088334067543;1.0;1.0;-0.05109365394665688;0.43439210998865296;1.0;1.0
2022.06_18-07-2022;Кемеровская область;75_90_days;AllVaccines;-0.5353234777801488;1.0;1.0;1.0;-0.1224309408588582;-0.22529768564154362;1.0;1.0;-0.361497831385323;0.3410192182393713;1.0;1.0
2022.06_18-07-2022;Кемеровская область;75_90_days;CoviVac;1.0;1.0;1.0;1.0;-13.34904174015285;1.0;1.0;1.0;-4.053146483342146;1.0;1.0;1.0
2022.06_18-07-2022;Кемеровская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;75_90_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;75_90_days;SputnikV;-0.9067490492866641;1.0;1.0;1.0;0.07432701818458498;-0.5180136003493667;1.0;1.0;-0.5198766416702092;0.18213356426919614;1.0;1.0
2022.06_18-07-2022;Кемеровская область;90_105_days;AllVaccines;-0.6873232116634529;-1.220546564267055;1.0;1.0;-0.7015233690701426;-1.3284735646997454;1.0;1.0;-0.6528950068882471;-1.1304741550303552;1.0;1.0
2022.06_18-07-2022;Кемеровская область;90_105_days;CoviVac;1.0;1.0;1.0;1.0;-11.052958024691355;-18.746957928802587;1.0;1.0;-2.8649621914360512;-8.390343553648695;1.0;1.0
2022.06_18-07-2022;Кемеровская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кемеровская область;90_105_days;SputnikLite;-2.095200285627502;-1.7896053298907284;1.0;1.0;-1.9901709296907573;-3.903589310490439;1.0;1.0;-1.9754680661044834;-2.614305824110904;1.0;1.0
2022.06_18-07-2022;Кемеровская область;90_105_days;SputnikV;-0.4927113148426707;-1.3161151579623507;1.0;1.0;-0.21760392177280785;-0.3291929267690181;1.0;1.0;-0.3613470093011286;-0.6544837740776492;1.0;1.0
2022.06_18-07-2022;Кировская область;105_165_days;AllVaccines;0.06466424575282947;0.29774144017688153;1.0;1.0;0.2051346909466485;0.32280772345051445;0.8272184314976622;1.0;0.112279771978537;0.24821983538638193;0.8406552911960267;1.0
2022.06_18-07-2022;Кировская область;105_165_days;CoviVac;-0.0752254524866689;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.20910977025715194;1.0;1.0;1.0
2022.06_18-07-2022;Кировская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;105_165_days;SputnikLite;0.02251990115969904;0.11947642918231993;1.0;1.0;0.24365621524819114;0.4596703545508478;0.7142701257604278;1.0;0.11113966836637423;0.3313712987034221;0.7501294397846122;1.0
2022.06_18-07-2022;Кировская область;105_165_days;SputnikV;0.051715958538482876;0.5697600182257931;1.0;1.0;0.033674874666685395;-0.031130174937952004;1.0;1.0;0.004638836756942988;-0.06779754926673842;1.0;1.0
2022.06_18-07-2022;Кировская область;165_195_days;AllVaccines;0.07074368662291974;-0.013241577851393682;0.3552099050036587;1.0;0.21716149380537753;0.5346326172406122;0.27286346443845644;0.3389667858531422;0.12291671138559612;0.35129799449357235;0.21615174334639975;0.4027822806448761
2022.06_18-07-2022;Кировская область;165_195_days;CoviVac;-1.243154743764265;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.72411628172444;1.0;1.0;1.0
2022.06_18-07-2022;Кировская область;165_195_days;EpiVacCorona;0.48865650231439894;1.0;1.0;1.0;-0.7513046655180617;-0.7612552602085052;-3.3052906360652345;-5.6424484099292185;0.04609361683057478;-0.0903005040873055;-1.94697165235192;-3.6213873639155114
2022.06_18-07-2022;Кировская область;165_195_days;SputnikLite;-0.18053004123684846;-1.169448997349198;-1.2579979360165119;1.0;0.39959394672348536;0.39611669158867935;0.15684217316155236;0.3616090739651753;0.0843660666290752;-0.07740562013296604;-0.24395552942857357;0.36859832975973916
2022.06_18-07-2022;Кировская область;165_195_days;SputnikV;0.19362773575704417;0.42442400787871215;1.0;1.0;0.14175417824111947;0.6582025781389514;0.5227734109864605;0.6386712968897486;0.15771530989881688;0.5711765636439222;0.5826424309261703;0.6774964238974952
2022.06_18-07-2022;Кировская область;21_45_days;AllVaccines;0.1796595599844475;-0.8913404589247458;-13.590340683133753;1.0;0.24993871102475174;0.0930817874747949;-0.4723425302106725;1.0;0.15994664124845148;-0.4457522090643229;-2.9439269820798804;1.0
2022.06_18-07-2022;Кировская область;21_45_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;21_45_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;21_45_days;SputnikV;-0.10507448019293153;-1.5478106071114808;-18.654538969145708;1.0;0.20667143323288362;0.04076621965040694;-0.5572745940243395;1.0;0.019138556663055195;-0.6880863384653351;-3.605000232137053;1.0
2022.06_18-07-2022;Кировская область;45_75_days;AllVaccines;-0.31401608121892144;1.0;1.0;1.0;0.704401266528347;0.7027280661502056;1.0;1.0;0.24753573242613747;0.6788446291136958;1.0;1.0
2022.06_18-07-2022;Кировская область;45_75_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;45_75_days;SputnikLite;0.3778239623274383;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.682164470660334;1.0;1.0;1.0
2022.06_18-07-2022;Кировская область;45_75_days;SputnikV;-0.9745306790226662;1.0;1.0;1.0;0.579604228994473;0.5772246302906681;1.0;1.0;-0.04434642502566155;0.49019299802032257;1.0;1.0
2022.06_18-07-2022;Кировская область;75_90_days;AllVaccines;-1.0759628429303585;1.0;1.0;1.0;0.5142870726952882;0.019375036918896416;1.0;1.0;-0.21201780485598354;-0.03736376461199109;1.0;1.0
2022.06_18-07-2022;Кировская область;75_90_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;75_90_days;EpiVacCorona;-13.062305295950155;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-6.62097611630322;1.0;1.0;1.0
2022.06_18-07-2022;Кировская область;75_90_days;SputnikLite;-0.5243379936859738;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2890817937583332;1.0;1.0;1.0
2022.06_18-07-2022;Кировская область;75_90_days;SputnikV;-1.0211697855250796;1.0;1.0;1.0;0.16620836655331195;-0.6833747751025936;1.0;1.0;-0.3812597135879219;-0.8959918856756459;1.0;1.0
2022.06_18-07-2022;Кировская область;90_105_days;AllVaccines;-0.3889029226766363;-2.219139484334634;1.0;1.0;-0.8422071755557397;-0.6437675561362493;1.0;1.0;-0.6943879120753897;-1.332653277328721;1.0;1.0
2022.06_18-07-2022;Кировская область;90_105_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Кировская область;90_105_days;SputnikLite;-1.427076686104082;-5.759521985598284;1.0;1.0;-1.415074043096321;-1.4288482296539042;1.0;1.0;-1.5307685832140754;-2.960932647438246;1.0;1.0
2022.06_18-07-2022;Кировская область;90_105_days;SputnikV;0.5221521249533361;1.0;1.0;1.0;-0.2893214505034034;0.13720879035495515;1.0;1.0;0.06030385932798832;0.19535377259301678;1.0;1.0
2022.06_18-07-2022;Костромская область;105_165_days;AllVaccines;-0.37842045603776553;0.2731964868164509;1.0;1.0;-0.1754905825946511;-0.5637748021847395;0.050565298673551085;1.0;-0.3133713053507825;-0.5018115361185034;0.20957287572710348;1.0
2022.06_18-07-2022;Костромская область;105_165_days;CoviVac;-3.3248562300319495;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-1.0908088620595695;1.0;1.0;1.0
2022.06_18-07-2022;Костромская область;105_165_days;EpiVacCorona;-0.8847899511514303;1.0;1.0;1.0;-1.7447228758394449;-1.8911080958842152;1.0;1.0;-1.4299506603051575;-1.3390341390012233;1.0;1.0
2022.06_18-07-2022;Костромская область;105_165_days;SputnikLite;-0.32605669134336623;1.0;1.0;1.0;0.1528546935511259;-0.4589724722175055;1.0;1.0;-0.08561817634721547;-0.2616025965129747;1.0;1.0
2022.06_18-07-2022;Костромская область;105_165_days;SputnikV;-0.05643770462015163;-0.9688157222466458;1.0;1.0;-0.3839056757619086;-0.4597361237488624;-1.5371604055634989;1.0;-0.31490950456080724;-0.7039996854425432;-1.129999606803179;1.0
2022.06_18-07-2022;Костромская область;165_195_days;AllVaccines;0.08503873020672648;-0.5920326094402959;-1.6533876824004934;-1.6533876824004934;-0.1458989651832594;0.022127140538412027;0.3114976805831676;0.19674729401369562;-0.07181437537773894;-0.1552223188632309;-0.14238651532030633;-0.28518482973534454
2022.06_18-07-2022;Костромская область;165_195_days;CoviVac;1.0;1.0;1.0;1.0;-11.459197142635297;-25.41349794238683;1.0;1.0;-3.7470165929729475;-12.80509927548255;1.0;1.0
2022.06_18-07-2022;Костромская область;165_195_days;EpiVacCorona;0.28853899204244027;-3.042392090667952;-21.23315649867374;-21.23315649867374;1.0;1.0;1.0;1.0;0.6657546563904946;0.02795997011521356;-4.013680154142582;-4.603524878159356
2022.06_18-07-2022;Костромская область;165_195_days;SputnikLite;-0.627620099282737;-0.25770644035484214;1.0;1.0;-0.0842644544997484;-0.3166068376068374;1.0;1.0;-0.35168011054689274;-0.3968730625712569;1.0;1.0
2022.06_18-07-2022;Костромская область;165_195_days;SputnikV;0.6052737451831027;-0.11241035448398318;1.0;1.0;-0.2902052335537102;0.4149519811813507;-0.5461983354492874;-0.8038980580241688;0.060365704201186365;0.26591070640717684;-0.2363609155247548;-0.3818151408806083
2022.06_18-07-2022;Костромская область;21_45_days;AllVaccines;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;21_45_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;21_45_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;21_45_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;21_45_days;SputnikV;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;45_75_days;AllVaccines;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;45_75_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;45_75_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;45_75_days;SputnikV;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;75_90_days;AllVaccines;1.0;1.0;1.0;1.0;-0.054324560012684486;-1.2351680672268905;1.0;1.0;0.25374664205423736;-1.1702266021892078;1.0;1.0
2022.06_18-07-2022;Костромская область;75_90_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;75_90_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;75_90_days;SputnikV;1.0;1.0;1.0;1.0;-0.4613043001316368;-2.0979651162790693;1.0;1.0;-0.0673182651191202;-2.1039357710096867;1.0;1.0
2022.06_18-07-2022;Костромская область;90_105_days;AllVaccines;-0.5931617473435655;1.0;1.0;1.0;-0.1156044723969254;-1.3650814814814813;1.0;1.0;-0.3492539663579006;-0.9550414614573663;1.0;1.0
2022.06_18-07-2022;Костромская область;90_105_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;90_105_days;EpiVacCorona;-13.419489361702128;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-5.041125226860253;1.0;1.0;1.0
2022.06_18-07-2022;Костромская область;90_105_days;SputnikLite;;;;;;;;;;;;
2022.06_18-07-2022;Костромская область;90_105_days;SputnikV;1.0;1.0;1.0;1.0;-0.5640130285513072;-2.3157076205287708;1.0;1.0;0.06258345810850274;-1.7261603514191504;1.0;1.0
2022.06_18-07-2022;Краснодарский край;105_165_days;AllVaccines;0.03710199264443326;-0.015031428497453092;-0.2349549046719015;-0.5436936308398768;0.415303007600358;0.5699922604439527;0.3006716235641125;0.26182004709545204;0.1929838464329101;0.30757230513114975;0.044927317422275626;-0.03864154230327532
2022.06_18-07-2022;Краснодарский край;105_165_days;CoviVac;;;;;;;;;;;;
2022.06_18-07-2022;Краснодарский край;105_165_days;EpiVacCorona;-0.07768951423657233;-5.00328325558706;1.0;1.0;0.6314092213103383;1.0;1.0;1.0;0.2793914801036381;-0.9551994607940715;1.0;1.0
2022.06_18-07-2022;Краснодарский край;105_165_days;SputnikLite;0.15373911295725573;0.11030086087033686;1.0;1.0;0.04845119008373433;0.6011280977882858;1.0;1.0;0.08156952187042688;0.3847933899904086;1.0;1.0
2022.06_18-07-2022;Краснодарский край;105_165_days;SputnikV;-0.051153816393677776;0.1379847157008426;-1.1837720535578655;-1.7297150669473318;0.5714383635666139;0.4992139942155329;-0.1804241564919582;-0.24600327629706698;0.235055941296063;0.30706400031342174;-0.658818938241742;-0.8039655953378946
2022.06_18-07-2022;Краснодарский край;165_195_days;AllVaccines;-0.32256044523675964;-0.3327178437688858;1.0;1.0;0.11523577284823838;0.37798393727512514;0.15943775307449337;0.6889919686375625;-0.1382758533742965;0.07754066619672728;0.43038241778890896;0.7528864900701885
