data_point;vaccine;region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
2022.01_13-10-2022;SputnikLite;Приморский край;0.403109;0.35374;0.29847;0.40574;0.349380;0.59528;0.54929;0.63776;0.336066;0.45301;0.41600;0.48827;0.779004;0.69373;0.60413;0.76804;0.590805;0.77548;0.73130;0.81429;0.512965;0.72574;0.68186;0.76519;0.351098;0.60533;0.28906;0.80570;0.646778;0.81761;0.74936;0.87172;0.444906;0.75827;0.67909;0.82269;-0.514106;NULL;NULL;NULL;0.700522;0.85221;0.76511;0.91396;0.467668;0.81222;0.70872;0.88700
2022.01_13-10-2022;SputnikLite;Сахалинская область;0.684457;0.64383;0.58725;0.69462;0.581435;0.69911;0.64152;0.74960;0.647451;0.65536;0.61399;0.69342;0.722617;0.72195;0.58645;0.82260;0.795225;0.80354;0.74370;0.85268;0.760629;0.73574;0.66953;0.79193;1.000000;NULL;NULL;NULL;0.754213;0.91897;0.82280;0.97122;0.781189;0.84844;0.71305;0.93148;1.000000;NULL;NULL;NULL;0.670463;0.89388;0.76672;0.96243;0.685195;0.86935;0.71363;0.95366
2022.01_13-10-2022;SputnikLite;Иркутская область;-0.298630;0.04261;0.00448;0.07961;-0.069449;0.30540;0.26049;0.34809;-0.183936;0.15885;0.13050;0.18648;0.150086;0.47943;0.38527;0.56258;0.315957;0.61252;0.56387;0.65698;0.117798;0.48355;0.43109;0.53233;0.716695;0.64992;0.35085;0.83482;0.805366;0.86781;0.80552;0.91462;0.726112;0.78517;0.70030;0.85158;1.000000;NULL;NULL;NULL;0.870019;0.90550;0.84535;0.94717;0.832890;0.87627;0.79778;0.93076
2022.01_13-10-2022;SputnikLite;Калининградская область;0.442748;0.11183;0.07486;0.14760;0.095358;0.34538;0.29419;0.39356;0.362796;0.18786;0.15818;0.21670;0.676012;0.38478;0.26315;0.49034;0.416756;0.65864;0.59888;0.71152;0.405201;0.53355;0.47367;0.58814;1.000000;0.63470;0.16521;0.87337;0.739994;0.84497;0.75526;0.90856;0.686362;0.79486;0.69206;0.87061;1.000000;NULL;NULL;NULL;0.756128;0.91409;0.83133;0.96343;0.676627;0.90480;0.81327;0.95945
2022.01_13-10-2022;SputnikLite;Краснодарский край;0.291093;0.14636;0.09966;0.19129;0.213262;0.45746;0.41910;0.49391;0.282191;0.29511;0.26483;0.32447;0.624844;0.67044;0.58097;0.74577;0.512828;0.75198;0.71440;0.78593;0.497844;0.65739;0.61280;0.69826;0.539478;0.76868;0.54732;0.90133;0.717956;0.85619;0.81005;0.89395;0.632856;0.78073;0.71560;0.83479;0.582719;NULL;NULL;NULL;0.768093;0.87335;0.82041;0.91445;0.697362;0.80709;0.72946;0.86787
2022.01_13-10-2022;SputnikLite;Курганская область;0.326713;-0.11744;-0.23777;-0.00724;0.274623;0.17668;0.05187;0.28713;0.321631;0.01014;-0.07552;0.08991;1.000000;0.34494;0.02169;0.57725;0.286995;0.36156;0.18954;0.50227;0.429615;0.27839;0.11322;0.41759;1.000000;NULL;NULL;NULL;0.102452;0.48306;0.23963;0.65965;0.136351;0.42914;0.17851;0.61509;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Республика Ингушетия;-1.819706;-0.99357;-1.17937;-0.82282;-2.349185;-0.37590;-0.58667;-0.18978;-1.850866;-0.75314;-0.88998;-0.62547;-1.255302;-1.12545;-1.93090;-0.53419;-2.039266;-0.27607;-0.83998;0.13305;-1.343626;-0.61692;-1.05400;-0.26598;-1.656245;NULL;NULL;NULL;-1.251820;-0.27461;-1.66314;0.44131;-0.895115;-0.37563;-1.61441;0.31260;-10.953101;NULL;NULL;NULL;-1.642135;NULL;NULL;NULL;-1.790031;0.15968;-1.12423;0.72378
2022.01_13-10-2022;SputnikLite;Республика Карелия;0.228978;0.18033;0.13937;0.21967;-0.121548;0.37574;0.32092;0.42678;0.159196;0.25954;0.22761;0.29038;0.755025;0.60490;0.50563;0.68838;0.172515;0.66783;0.60770;0.72058;0.305373;0.59714;0.53923;0.64931;1.000000;NULL;NULL;NULL;0.692425;0.86106;0.77322;0.92136;0.697181;0.83411;0.73725;0.90239;1.000000;NULL;NULL;NULL;1.000000;0.89058;0.80845;0.94402;1.000000;0.84840;0.74522;0.91780
2022.01_13-10-2022;SputnikLite;Республика Татарстан;0.147104;-0.44754;-0.58590;-0.31937;-0.193233;0.25848;0.14078;0.36354;0.033681;-0.16728;-0.26089;-0.07935;0.535169;0.35671;0.19821;0.49040;0.122449;0.58885;0.46849;0.68820;0.229382;0.48300;0.38834;0.56641;1.000000;NULL;NULL;NULL;0.527923;0.82096;0.63005;0.92966;0.443504;0.82708;0.65957;0.92651;1.000000;NULL;NULL;NULL;0.314365;0.78841;0.53332;0.92522;0.103200;0.81675;0.59686;0.93514
2022.01_13-10-2022;SputnikLite;Республика Хакасия;0.349352;0.16836;0.10579;0.22748;0.242349;0.32251;0.23450;0.40238;0.330246;0.22232;0.17214;0.27009;0.762699;0.66105;0.50832;0.77634;0.691140;0.70955;0.60808;0.79051;0.703139;0.66473;0.57534;0.73970;1.000000;NULL;NULL;NULL;0.749731;0.76443;0.61599;0.86655;0.794422;0.73466;0.58961;0.83894;1.000000;NULL;NULL;NULL;0.732321;NULL;NULL;NULL;0.719369;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Ярославская область;0.030327;0.02534;-0.00824;0.05801;0.168863;0.25097;0.20043;0.29897;0.098359;0.07779;0.04964;0.10525;0.180243;0.56234;0.45033;0.65641;0.015416;0.64874;0.58219;0.70722;-0.052397;0.62715;0.57159;0.67725;1.000000;0.77877;0.53633;0.91379;0.654409;0.82449;0.72985;0.89308;0.667199;0.81932;0.73586;0.88228;-0.109825;NULL;NULL;NULL;0.523676;0.87640;0.78032;0.93861;0.361099;0.87371;0.78551;0.93296
2022.01_13-10-2022;SputnikLite;Чукотский автономный округ;-0.232617;0.05040;-0.37181;0.34581;-5.068966;-0.93909;NULL;NULL;-0.810681;-0.07385;-0.50158;0.23436;-1.651994;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-0.474411;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Тульская область;0.346325;-0.11416;-0.16818;-0.06213;0.270375;0.30390;0.25023;0.35460;0.326624;0.04441;0.00547;0.08215;0.721085;0.54830;0.40187;0.66693;0.673512;0.75871;0.70149;0.80775;0.687096;0.68921;0.63126;0.74041;0.642640;NULL;NULL;NULL;0.798434;0.90356;0.83705;0.94862;0.772084;0.87559;0.80287;0.92742;1.000000;NULL;NULL;NULL;0.921435;0.92563;0.86056;0.96617;0.929005;0.91559;0.84678;0.95962
2022.01_13-10-2022;SputnikLite;Ульяновская область;0.048837;-0.14984;-0.21815;-0.08465;0.025688;0.32222;0.25407;0.38539;0.064740;0.03555;-0.01339;0.08258;0.476812;0.45857;0.23098;0.63199;0.465407;0.67006;0.57439;0.74901;0.416101;0.57305;0.47424;0.65753;1.000000;NULL;NULL;NULL;0.780970;0.83739;0.69069;0.92670;0.783864;0.74301;0.55941;0.86445;1.000000;NULL;NULL;NULL;0.432143;0.81839;0.63945;0.92320;0.395383;0.74207;0.52271;0.87814
2022.01_13-10-2022;SputnikLite;Ямало-Ненецкий автономный округ;0.349968;0.33862;0.30297;0.37277;0.176937;0.08258;-0.07733;0.22281;0.330414;0.30379;0.26813;0.33803;0.424743;0.57356;0.44622;0.67700;0.028579;0.36768;0.08750;0.57647;0.338208;0.55239;0.44516;0.64289;0.022681;0.37972;-0.43767;0.77158;0.011537;NULL;NULL;NULL;0.097149;0.59683;0.22446;0.81414;1.000000;NULL;NULL;NULL;-1.347600;NULL;NULL;NULL;-0.557417;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Тверская область;0.462662;0.18024;0.14088;0.21824;0.190455;0.32501;0.27684;0.37064;0.404193;0.27017;0.24133;0.29817;0.667571;0.64472;0.52903;0.73880;0.623910;0.74742;0.69822;0.79062;0.604387;0.66034;0.60471;0.71017;1.000000;NULL;NULL;NULL;0.812411;0.90360;0.83320;0.95029;0.810116;0.86679;0.77452;0.92913;1.000000;NULL;NULL;NULL;0.894449;0.92203;0.85341;0.96460;0.884832;0.89503;0.80279;0.95231
2022.01_13-10-2022;SputnikLite;Тюменская область;0.445249;0.27460;0.24634;0.30198;0.351416;0.48658;0.44843;0.52253;0.432725;0.33839;0.31568;0.36048;0.508588;0.55756;0.47391;0.63048;0.396483;0.66741;0.62141;0.70896;0.349599;0.59838;0.55428;0.63903;0.338446;0.75453;0.55145;0.88027;0.428567;0.86142;0.80374;0.90581;0.293951;0.82309;0.75988;0.87333;-0.045064;NULL;NULL;NULL;0.603913;0.84999;0.75821;0.91354;0.449858;0.80790;0.70112;0.88390
2022.01_13-10-2022;SputnikLite;Челябинская область;0.091706;-0.02915;-0.06969;0.01012;0.197135;0.16373;0.09821;0.22545;0.149937;0.00992;-0.02472;0.04361;0.568061;0.44973;0.32813;0.55392;0.534718;0.59468;0.51517;0.66423;0.491161;0.55154;0.48724;0.60968;0.496071;0.59360;0.20618;0.81979;0.689768;0.82276;0.69815;0.90609;0.592365;0.78015;0.66425;0.86450;1.000000;NULL;NULL;NULL;0.782444;0.89418;0.79276;0.95488;0.764504;0.89051;0.80028;0.94780
2022.01_13-10-2022;SputnikLite;Чувашская Республика;0.279164;-0.29182;-0.38528;-0.20361;-0.305708;0.12738;0.02717;0.21919;0.103910;-0.14371;-0.21303;-0.07766;0.912925;0.60440;0.45621;0.72089;0.232773;0.58162;0.47682;0.67008;0.397480;0.56554;0.47748;0.64221;-0.017111;NULL;NULL;NULL;0.686580;0.80027;0.65113;0.89767;0.531765;0.77715;0.62656;0.87892;-3.780420;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;0.676367;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;РФ;0.234169;0.06144;0.05702;0.06584;0.076824;0.25426;0.24824;0.26024;0.204886;0.12612;0.12257;0.12966;0.380703;0.43656;0.42279;0.45008;0.388076;0.65286;0.64555;0.66007;0.328972;0.55459;0.54751;0.56160;0.563919;0.66158;0.63404;0.68760;0.628551;0.81911;0.81013;0.82778;0.561962;0.77056;0.76091;0.77994;0.642270;0.74928;0.70445;0.78910;0.712675;0.87548;0.86635;0.88418;0.654388;0.84819;0.83796;0.85796
2022.01_13-10-2022;SputnikLite;Смоленская область;0.165359;-0.20833;-0.29841;-0.12327;0.049253;0.36324;0.28960;0.43089;0.141072;0.02961;-0.03058;0.08702;0.626024;0.39914;0.17132;0.57719;0.575340;0.71250;0.62883;0.78173;0.517719;0.58598;0.49335;0.66572;1.000000;0.42423;-0.31576;0.80041;1.000000;NULL;NULL;NULL;1.000000;0.86046;0.73692;0.93675;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Тамбовская область;-0.208649;-0.27397;-0.32840;-0.22156;-0.550403;0.17814;0.11430;0.23818;-0.305389;-0.14777;-0.19016;-0.10672;0.281063;0.27873;0.10710;0.42225;0.044348;0.68199;0.60920;0.74432;0.196086;0.58066;0.51440;0.63981;-0.253005;0.47379;-0.00040;0.74976;0.309098;0.86202;0.74651;0.93451;0.236061;0.79432;0.68092;0.87542;1.000000;0.28961;-0.66792;0.74024;0.528380;0.89268;0.78887;0.95437;0.645839;0.84236;0.73527;0.91448
2022.01_13-10-2022;SputnikLite;Удмуртская Республика;0.371217;-0.07008;-0.11315;-0.02838;0.107756;0.17973;0.11431;0.24124;0.326041;-0.00421;-0.04010;0.03066;0.630049;0.32862;0.17038;0.46250;0.144930;0.55355;0.45351;0.63928;0.126643;0.45624;0.37016;0.53313;1.000000;NULL;NULL;NULL;0.834437;0.86977;0.73091;0.94883;0.797229;0.85511;0.72556;0.93451;1.000000;NULL;NULL;NULL;0.643553;NULL;NULL;NULL;0.514195;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Хабаровский край;-0.193366;0.25331;0.19438;0.30892;0.170862;0.51880;0.45877;0.57377;-0.068386;0.34580;0.30260;0.38696;0.097895;0.56014;0.43886;0.66125;0.522516;0.73612;0.67726;0.78695;0.287062;0.66220;0.60501;0.71324;1.000000;NULL;NULL;NULL;0.632136;0.87848;0.77094;0.94491;0.562802;0.84251;0.72703;0.91888;1.000000;NULL;NULL;NULL;0.481401;NULL;NULL;NULL;0.329759;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Астраханская область;-0.449734;-0.34406;-0.40692;-0.28351;-0.105747;0.10376;0.02938;0.17368;-0.356473;-0.20512;-0.25376;-0.15801;0.397487;0.40319;0.25911;0.52530;0.598116;0.54931;0.44289;0.64020;0.501463;0.49765;0.41496;0.57145;0.496921;0.72119;0.37939;0.90195;0.694720;0.82451;0.68808;0.91285;0.638834;0.80710;0.68858;0.88997;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;г. Москва;0.669313;0.41253;0.40255;0.42239;0.005167;0.06574;0.04700;0.08420;0.524072;0.32371;0.31506;0.33228;0.786690;0.74418;0.68474;0.79542;0.519056;0.75144;0.72183;0.77876;0.613714;0.68966;0.65720;0.71993;0.802191;0.78568;0.72468;0.83672;0.536400;0.78380;0.75638;0.80899;0.619012;0.72615;0.69483;0.75516;0.873698;NULL;NULL;NULL;0.579991;0.84377;0.81080;0.87255;0.615325;0.78816;0.74442;0.82647
2022.01_13-10-2022;SputnikLite;Кабардино-Балкарская Республика;0.079872;-0.55652;-0.65901;-0.45928;0.537374;0.10740;-0.00557;0.21051;0.221535;-0.34259;-0.41990;-0.26869;0.054449;0.20988;-0.04478;0.41461;0.676096;0.65353;0.51613;0.76083;0.411992;0.49269;0.37118;0.59621;0.144673;0.36004;-0.11811;0.66671;0.462473;0.70865;0.52105;0.83763;0.319495;0.63305;0.46553;0.75940;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Курская область;0.024352;-0.10316;-0.18925;-0.02241;0.450096;0.41125;0.34350;0.47330;0.157799;0.11454;0.05812;0.16813;0.250794;0.50330;0.36494;0.61741;0.644110;0.71071;0.64764;0.76503;0.499040;0.62679;0.56432;0.68232;0.273092;0.42182;-0.03303;0.70334;0.714838;0.77426;0.67174;0.85132;0.617843;0.69243;0.57766;0.78247;1.000000;NULL;NULL;NULL;0.880427;0.82102;0.71972;0.89303;0.888558;0.78869;0.67601;0.87014
2022.01_13-10-2022;SputnikLite;Нижегородская область;0.141915;-0.11437;-0.14132;-0.08796;0.018744;0.26105;0.22878;0.29224;0.133552;0.00670;-0.01422;0.02727;0.320798;0.42885;0.35067;0.49965;0.401521;0.66809;0.62980;0.70339;0.295590;0.57354;0.53648;0.60835;0.031005;0.42349;0.14899;0.62463;0.741995;0.86526;0.81319;0.90626;0.560386;0.78036;0.71801;0.83225;1.000000;0.62400;0.23552;0.84326;0.772300;0.91312;0.86394;0.94845;0.738218;0.87802;0.82102;0.92106
2022.01_13-10-2022;SputnikLite;Пермский край;0.172927;0.04148;0.01086;0.07134;-0.201698;0.21796;0.17259;0.26132;0.117901;0.11354;0.08883;0.13771;0.435212;0.60131;0.50598;0.68257;-0.102006;0.55916;0.49473;0.61724;-0.182117;0.52512;0.46695;0.57847;0.300916;NULL;NULL;NULL;0.366479;0.84393;0.75721;0.90628;0.121602;0.79577;0.69440;0.87087;1.000000;NULL;NULL;NULL;0.607516;0.90718;0.82507;0.95791;0.473499;0.88314;0.78683;0.94428
2022.01_13-10-2022;SputnikLite;Республика Коми;0.350444;0.00400;-0.04833;0.05418;0.019099;0.27878;0.19837;0.35265;0.288025;0.07315;0.02940;0.11529;0.343928;0.49711;0.37398;0.60107;0.354886;0.52872;0.42915;0.61458;0.294670;0.50040;0.42230;0.57028;-0.286789;0.51032;0.03215;0.78443;0.710147;0.79102;0.65461;0.88397;0.454545;0.72132;0.57995;0.82477;1.000000;NULL;NULL;NULL;0.531776;0.86164;0.71320;0.94574;0.507119;0.84758;0.69895;0.93535
2022.01_13-10-2022;SputnikLite;Республика Тыва;0.372485;0.03851;-0.00151;0.07707;0.478167;0.25732;0.17383;0.33309;0.391997;0.07381;0.03783;0.10854;0.614810;0.45615;0.37741;0.52637;0.644223;0.51274;0.40380;0.60437;0.611799;0.46113;0.39685;0.51956;0.751006;0.70789;0.46654;0.85466;0.838418;0.71934;0.53214;0.84202;0.785061;0.69437;0.54596;0.80197;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.01_13-10-2022;SputnikLite;Свердловская область;0.019479;0.06028;0.03471;0.08528;-0.103808;0.24245;0.19997;0.28312;0.019687;0.08831;0.06611;0.11007;0.217610;0.56554;0.50032;0.62411;0.293524;0.68684;0.63865;0.73021;0.185527;0.64959;0.61263;0.68388;0.525724;0.64712;0.35194;0.82844;0.765631;0.84469;0.75855;0.90669;0.675341;0.82215;0.74478;0.88130;1.000000;NULL;NULL;NULL;0.501048;0.90109;0.83563;0.94595;0.449505;0.90033;0.84373;0.94092
2022.01_13-10-2022;SputnikLite;Ханты-Мансийский автономный округ - Югра;0.086586;0.08520;0.05287;0.11663;-0.053415;0.18831;0.12300;0.24966;0.068915;0.10436;0.07550;0.13249;0.708118;0.68575;0.60025;0.75714;0.377954;0.67678;0.59257;0.74756;0.522547;0.67915;0.62030;0.73108;0.431029;NULL;NULL;NULL;0.620181;0.82799;0.65905;0.92719;0.543602;0.79781;0.64613;0.89654;1.000000;NULL;NULL;NULL;0.701289;NULL;NULL;NULL;0.731834;0.83962;0.64556;0.94338
2022.02_01-07-2022;AllVaccines;Белгородская область;0.034283;-0.02623;-0.05815;0.00472;0.276903;0.30217;0.27097;0.33212;0.116015;0.09788;0.07505;0.12015;0.178979;0.44984;0.36882;0.52138;0.636822;0.62362;0.58361;0.66034;0.496511;0.57490;0.53893;0.60844;0.523042;0.55949;0.30462;0.72901;0.782513;0.75792;0.68807;0.81476;0.738360;0.72755;0.66000;0.78384;0.463422;0.76154;0.48778;0.90374;0.883626;0.85962;0.80793;0.90013;0.845300;0.85201;0.80185;0.89197
2022.02_01-07-2022;AllVaccines;Брянская область;0.055049;0.01436;-0.01036;0.03853;0.299373;0.17535;0.14174;0.20776;0.145680;0.06413;0.04422;0.08366;0.569138;0.47405;0.38063;0.55547;0.595653;0.60897;0.56564;0.64877;0.538388;0.56601;0.52582;0.60341;0.535565;0.45699;0.06539;0.70103;0.884097;0.82496;0.75955;0.87624;0.820371;0.77524;0.70477;0.83229;-0.125362;0.53456;-0.08545;0.82918;0.934091;0.88123;0.82418;0.92365;0.852714;0.85568;0.79408;0.90272
2022.02_01-07-2022;AllVaccines;Кемеровская область;-0.175712;-0.12215;-0.14636;-0.09842;0.195193;0.15141;0.12548;0.17667;-0.039271;-0.01114;-0.02884;0.00627;0.292019;0.36099;0.29625;0.42062;0.493145;0.52711;0.49441;0.55810;0.421031;0.50728;0.47948;0.53386;0.532518;0.73266;0.58235;0.83794;0.671345;0.72856;0.67054;0.77857;0.636858;0.74696;0.69742;0.79017;0.253045;0.69965;0.48789;0.83679;0.772256;0.83067;0.78447;0.86927;0.710446;0.82985;0.78778;0.86553
2022.02_01-07-2022;AllVaccines;Кировская область;0.168305;0.11313;0.09784;0.12817;0.214020;0.10176;0.07797;0.12495;0.193291;0.11361;0.10084;0.12621;0.287626;0.42657;0.37530;0.47410;0.462820;0.48410;0.45203;0.51451;0.358686;0.44499;0.41691;0.47188;0.551382;0.61880;0.30858;0.80364;0.925317;0.87152;0.83045;0.90473;0.879778;0.84168;0.79649;0.87892;0.009301;NULL;NULL;NULL;0.874780;0.88267;0.84126;0.91556;0.811644;0.87485;0.83181;0.90922
2022.02_01-07-2022;AllVaccines;Новосибирская область;0.343561;0.29053;0.27982;0.30110;0.384759;0.30608;0.28853;0.32325;0.362403;0.29489;0.28577;0.30391;0.613400;0.63241;0.59520;0.66682;0.654207;0.67817;0.65604;0.69915;0.583528;0.66244;0.64341;0.68066;0.558042;0.72893;0.61435;0.81521;0.754280;0.80761;0.77335;0.83785;0.670477;0.79530;0.76234;0.82470;1.000000;0.81466;0.65902;0.90999;0.870896;0.87105;0.83712;0.89955;0.847679;0.86482;0.83160;0.89301
2022.02_01-07-2022;AllVaccines;Орловская область;0.142361;0.06927;0.03809;0.09943;0.304006;0.26474;0.22660;0.30115;0.203688;0.12944;0.10524;0.15301;0.653982;0.59039;0.52223;0.64998;0.681206;0.67236;0.63315;0.70814;0.644212;0.68113;0.65079;0.70927;0.792002;0.65168;0.49788;0.76369;0.702803;0.76840;0.71681;0.81245;0.679648;0.78044;0.73819;0.81717;1.000000;0.69379;0.27569;0.88849;0.858067;0.85420;0.79435;0.90014;0.846563;0.86630;0.81597;0.90563
2022.02_01-07-2022;AllVaccines;Республика Крым;0.183602;0.12474;0.09983;0.14898;0.291553;0.10610;0.06655;0.14410;0.223588;0.11479;0.09377;0.13533;0.316566;0.37804;0.30338;0.44520;0.428189;0.46376;0.41779;0.50662;0.344974;0.51615;0.48307;0.54737;0.526430;0.37463;0.06269;0.58760;0.666416;0.70271;0.62991;0.76382;0.604539;0.72091;0.66278;0.77070;1.000000;0.28411;-0.50616;0.66882;0.763033;0.84643;0.77893;0.89747;0.748050;0.84611;0.78925;0.89061
2022.02_01-07-2022;AllVaccines;Республика Марий Эл;-0.116204;0.05869;0.00935;0.10555;0.261578;0.21549;0.17033;0.25843;0.041741;0.20849;0.17850;0.23742;0.710471;0.64455;0.54855;0.72242;0.580834;0.60329;0.53753;0.66126;0.555192;0.69307;0.65076;0.73107;1.000000;0.76803;0.49392;0.90720;0.424051;0.79588;0.69600;0.86888;0.404516;0.84230;0.77464;0.89332;1.000000;NULL;NULL;NULL;1.000000;0.84073;0.68951;0.92929;1.000000;0.88829;0.78965;0.94781
2022.02_01-07-2022;AllVaccines;Амурская область;0.140384;0.18960;0.16691;0.21169;0.210062;0.02247;-0.02535;0.06821;0.156337;0.14784;0.12723;0.16799;0.310911;0.41009;0.33580;0.47676;0.477661;0.45328;0.38872;0.51196;0.417810;0.48486;0.44135;0.52538;0.790141;0.74049;0.59423;0.84119;0.717032;0.66141;0.57364;0.73421;0.745119;0.73100;0.66940;0.78313;1.000000;NULL;NULL;NULL;0.756128;0.82848;0.73944;0.89277;0.793721;0.86738;0.80198;0.91529
2022.02_01-07-2022;AllVaccines;Вологодская область;0.425923;0.30117;0.28666;0.31542;0.373682;0.28405;0.26039;0.30703;0.410814;0.29557;0.28322;0.30773;0.592740;0.58001;0.51852;0.63485;0.519841;0.58856;0.54740;0.62660;0.505142;0.59514;0.56213;0.62608;0.664518;0.42414;0.10426;0.63950;0.806985;0.79529;0.74315;0.83904;0.768350;0.76460;0.71249;0.80914;1.000000;0.67475;0.29628;0.86926;0.712324;0.81888;0.75866;0.86713;0.697440;0.81539;0.75811;0.86186
2022.02_01-07-2022;AllVaccines;Калужская область;0.224933;0.14927;0.12106;0.17660;0.369885;0.18290;0.14218;0.22187;0.276666;0.16396;0.14110;0.18626;0.410103;0.57101;0.49283;0.63861;0.634155;0.63393;0.59081;0.67336;0.545608;0.67143;0.63959;0.70095;-0.118711;0.55227;0.21215;0.75718;0.783816;0.80148;0.73628;0.85387;0.665334;0.81511;0.76224;0.85857;1.000000;0.55694;-0.19450;0.85904;0.719738;0.83375;0.76573;0.88605;0.691713;0.85728;0.80296;0.89966
2022.02_01-07-2022;AllVaccines;Красноярский край;0.320218;0.07767;0.06549;0.08970;0.339491;0.13035;0.10975;0.15051;0.327466;0.08763;0.07714;0.09801;0.440208;0.52781;0.48790;0.56502;0.569758;0.57361;0.54827;0.59778;0.498995;0.59333;0.57376;0.61216;0.736858;0.60334;0.47565;0.70397;0.694422;0.73814;0.70056;0.77198;0.667330;0.74934;0.71716;0.77860;1.000000;0.64666;0.42917;0.79095;0.704279;0.79677;0.75727;0.83125;0.690987;0.81056;0.77621;0.84078
2022.02_01-07-2022;AllVaccines;Мурманская область;0.343253;0.33374;0.31550;0.35154;0.311028;0.14354;0.10145;0.18384;0.334770;0.29136;0.27447;0.30788;0.505175;0.60212;0.54127;0.65600;0.589283;0.59803;0.54409;0.64672;0.534944;0.64517;0.61007;0.67765;1.000000;0.72488;0.51977;0.85286;0.918260;0.81224;0.73198;0.87317;0.926651;0.82878;0.76859;0.87636;1.000000;0.77482;0.45645;0.92418;1.000000;0.86253;0.78122;0.91939;1.000000;0.87930;0.81729;0.92435
2022.02_01-07-2022;AllVaccines;Псковская область;0.428633;0.16190;0.13536;0.18771;0.375839;0.11739;0.07089;0.16180;0.418570;0.14743;0.12439;0.16992;0.863620;0.54130;0.43641;0.62972;0.615731;0.55901;0.49011;0.62022;0.669173;0.56156;0.50608;0.61189;1.000000;0.67645;0.31508;0.86829;0.863144;0.77662;0.66798;0.85628;0.873124;0.76687;0.66778;0.84195;1.000000;NULL;NULL;NULL;0.721099;0.81334;0.71434;0.88451;0.722492;0.81448;0.72320;0.88144
2022.02_01-07-2022;AllVaccines;Республика Калмыкия;-0.275679;-0.50101;-0.57851;-0.42731;0.168862;-0.06957;-0.14995;0.00521;-0.125066;-0.36821;-0.42596;-0.31279;0.101068;-0.26030;-0.64133;0.03443;0.544012;0.43555;0.31779;0.53480;0.376783;0.16016;0.02107;0.28091;-0.717602;0.36460;-0.71304;0.79785;1.000000;0.70963;0.52295;0.83232;0.743000;0.59913;0.37378;0.75342;-3.580273;NULL;NULL;NULL;1.000000;0.74927;0.48687;0.89192;0.465019;0.60673;0.25879;0.80826
2022.02_01-07-2022;AllVaccines;Республика Северная Осетия - Алания;-0.109546;-0.23060;-0.31647;-0.14980;0.118962;-0.14729;-0.26388;-0.03942;-0.000691;-0.08836;-0.14945;-0.03007;0.744344;0.14065;-0.19635;0.39343;0.480613;0.55401;0.39612;0.67963;0.590914;0.58170;0.47959;0.66791;1.000000;NULL;NULL;NULL;0.107018;0.73762;0.45343;0.89740;0.264539;0.75983;0.56486;0.88221;1.000000;NULL;NULL;NULL;0.421591;NULL;NULL;NULL;0.517601;NULL;NULL;NULL
